"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","consent","id","com.1","com.2","v.c1_s","p.c1_s","i.c1_s","u.c1_s","a.c1_s","att_s","z","q_s","q_s_DO","v.c1_t","p.c1_t","i.c1_t","u.c1_t","a.c1_t","att_t","q_t","q_t_DO","v.m1_s","p.m1_s","i.m1_s","u.m1_s","a.m1_s","att_s.1","v.m1_t","p.m1_t","i.m1_t","u.m1_t","a.m1_t","att_t.1","FL_14_DO","FL_109_DO","FL_110_DO","casevienna_DO","casetech.pizza_DO","messagevienna_DO","messagetech.pizza_DO"
"5/13/2024 8:10","5/13/2024 8:17","0","100","436","1","5/13/2024 8:17","","","","","anonymous","EN","1",154,"7","1","","","","","","","In this lesson I learned that Dominos did not really want to improve the quality of the product they sold but instead they preferred to improve customer satisfaction. This actually worked for the company because the product was not improved at all, just the marketing strategy was but anyways the stocks were higher and higher in a period of 12 years. This made me reflect about what big companies actually focus on","","","5","3","3","5","5","4","0","1|0|0","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|a.c1_t|p.c1_t|v.c1_t|u.c1_t|i.c1_t|att_t","",""
"5/13/2024 8:17","5/13/2024 8:17","0","100","28","1","5/13/2024 8:17","","","","","anonymous","EN","1",155,"5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:15","5/13/2024 8:17","0","100","115","1","5/13/2024 8:17","","","","","anonymous","EN","1",156,"7","1","","","","","","","There is more than one solution to a problem.","","","3","3","3","3","3","4","0","0|1|0","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|a.c1_t|att_t|p.c1_t|i.c1_t|v.c1_t|u.c1_t","",""
"5/13/2024 8:14","5/13/2024 8:17","0","100","167","1","5/13/2024 8:17","","","","","anonymous","EN","1",157,"7","1","","","","","","","The lesson was about the need for an underlining theory to make evidence more convincing.","1","0|0|1","","","","","","","","","4","3","5","5","5","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|u.m1_s|att_s|p.m1_s|a.m1_s|v.m1_s|i.m1_s",""
"5/13/2024 8:15","5/13/2024 8:17","0","100","150","1","5/13/2024 8:17","","","","","anonymous","EN","1",158,"7","1","","","","","","","People need to hear a theory even when presented with a large set of data to understand it.","1","0|0|1","","","","","","","","","4","4","4","5","5","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|u.m1_s|p.m1_s|v.m1_s|i.m1_s|att_s|a.m1_s",""
"5/13/2024 8:14","5/13/2024 8:17","0","100","215","1","5/13/2024 8:17","","","","","anonymous","EN","1",159,"7","1","","","","","","","Very little. Only that dominoes created a successul app","","","1","1","2","2","1","4","1","0|0|1","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|i.c1_t|p.c1_t|v.c1_t|att_t|u.c1_t|a.c1_t","",""
"5/13/2024 8:17","5/13/2024 8:17","0","100","23","1","5/13/2024 8:17","","","","","anonymous","EN","1",160,"5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:13","5/13/2024 8:17","0","100","247","1","5/13/2024 8:17","","","","","anonymous","EN","1",161,"7","1","","","","","","","By optimizing their sale and marketing they raised up their stocks really high","","","5","5","4","4","4","4","1","0|1|0","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|att_t|p.c1_t|v.c1_t|a.c1_t|u.c1_t|i.c1_t","",""
"5/13/2024 8:12","5/13/2024 8:17","0","100","304","1","5/13/2024 8:17","","","","","anonymous","EN","1",162,"7","1","7","7","7","6","7","4","The importance of hand washing especially in medical settings. Germs are very dangerous, and can cause further medical complications and cross contamination.","0","0|0|1","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|att_s|u.c1_s|a.c1_s|p.c1_s|v.c1_s|i.c1_s","","",""
"5/13/2024 8:17","5/13/2024 8:17","0","100","39","1","5/13/2024 8:17","","","","","anonymous","EN","1",163,"7","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:16","5/13/2024 8:17","0","100","113","1","5/13/2024 8:17","","","","","anonymous","EN","1",164,"7","1","","","","","","","That by making the process for customers easier, it can make customers prefer the end result/product, without having to actually change the product.","","","","","","","","","1","0|0|1","","","","","","","4","4","5","6","5","4","FL_107","","FL_85","","","","Q288|att_f|u.m1_t|att_t|i.m1_t|p.m1_t|a.m1_t|v.m1_t"
"5/13/2024 8:14","5/13/2024 8:17","0","100","220","1","5/13/2024 8:17","","","","","anonymous","EN","1",165,"7","1","","","","","","","Sometimes it's more about options, or the delivery or just advertising, not the actual product. ","","","3","1","4","3","4","4","0","1|0|0","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|att_t|p.c1_t|i.c1_t|a.c1_t|v.c1_t|u.c1_t","",""
"5/13/2024 8:14","5/13/2024 8:17","0","100","227","1","5/13/2024 8:17","","","","","anonymous","EN","1",166,"7","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:15","5/13/2024 8:17","0","100","173","1","5/13/2024 8:18","","","","","anonymous","EN","1",167,"7","1","","","","","","","I learned that even when faced with compelling evidence, people can find it difficult to change their minds. This could be down to inflated sense of self or unreasonable belief in their own preferred opinion regardless of data/evidence","0","0|1|0","","","","","","","","","6","3","6","6","6","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|v.m1_s|i.m1_s|u.m1_s|a.m1_s|att_s|p.m1_s",""
"5/13/2024 8:15","5/13/2024 8:18","0","100","174","1","5/13/2024 8:18","","","","","anonymous","EN","1",168,"7","1","6","6","6","5","7","4","Interesting that a simple thing like washing hands can prevent mortality","0","1|0|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|p.c1_s|i.c1_s|v.c1_s|a.c1_s|att_s|u.c1_s","","",""
"5/13/2024 8:16","5/13/2024 8:18","0","100","102","1","5/13/2024 8:18","","","","","anonymous","EN","1",169,"7","1","","","","","","","People are slow to believe new ideas despite evidence","1","1|0|0","","","","","","","","","5","2","4","5","5","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|i.m1_s|a.m1_s|u.m1_s|v.m1_s|p.m1_s|att_s",""
"5/13/2024 8:12","5/13/2024 8:18","0","100","344","1","5/13/2024 8:18","","","","","anonymous","EN","1",170,"7","1","4","1","5","3","7","4","Proper hand hygiene is of most importance to control infections/diseases that can lead to pediatric deaths.","0","0|0|1","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|i.c1_s|a.c1_s|v.c1_s|att_s|u.c1_s|p.c1_s","","",""
"5/13/2024 8:14","5/13/2024 8:18","0","100","211","1","5/13/2024 8:18","","","","","anonymous","EN","1",171,"7","1","","","","","","","I learned that even if u gather any sort of types of evidence, you basically need a good argument and theory to explain why such evidence is relevant, you can't just have something to show without explaining why it is that what you're showing is important.","1","1|0|0","","","","","","","","","4","4","5","5","5","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|u.m1_s|att_s|i.m1_s|p.m1_s|a.m1_s|v.m1_s",""
"5/13/2024 8:11","5/13/2024 8:18","0","100","367","1","5/13/2024 8:18","","","","","anonymous","EN","1",172,"7","1","","","","","","","I learned that Dominos increased their value not through improving their pizzas but instead by increasing the accessibility of their pizzas even though their popularity was poor, this enabled customers to customise their pizzas on the app and made the process more smooth.","","","4","5","3","3","3","4","1","0|0|1","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|p.c1_t|att_t|v.c1_t|a.c1_t|u.c1_t|i.c1_t","",""
"5/13/2024 8:15","5/13/2024 8:18","0","100","163","1","5/13/2024 8:18","","","","","anonymous","EN","1",173,"7","1","6","6","6","6","6","4","SOMETIMES SOME THINGS ARE OBVIOUS BUT OFTEN NEED POINTING OUT","0","0|0|1","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|u.c1_s|v.c1_s|p.c1_s|att_s|i.c1_s|a.c1_s","","",""
"5/13/2024 8:13","5/13/2024 8:18","0","100","297","1","5/13/2024 8:18","","","","","anonymous","EN","1",174,"7","1","7","7","6","7","7","4","I learned the importance of sanitation especially when you are working at the healthcare facility. The insights provided in this scenario is that a lot of people tend to not listen to things until it has a huge impact on the society.","0","0|1|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|u.c1_s|v.c1_s|i.c1_s|a.c1_s|p.c1_s|att_s","","",""
"5/13/2024 8:17","5/13/2024 8:18","0","100","17","1","5/13/2024 8:18","","","","","anonymous","EN","1",175,"4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:14","5/13/2024 8:18","0","100","231","1","5/13/2024 8:18","","","","","anonymous","EN","1",176,"7","1","","","","","","","I learned that Pizza was not that good but they tried a different marketing gimmick to change their sales","","","3","2","4","2","2","4","0","0|0|1","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|u.c1_t|a.c1_t|v.c1_t|p.c1_t|i.c1_t|att_t","",""
"5/13/2024 8:16","5/13/2024 8:18","0","100","97","1","5/13/2024 8:18","","","","","anonymous","EN","1",177,"5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:15","5/13/2024 8:18","0","100","184","1","5/13/2024 8:18","","","","","anonymous","EN","1",178,"7","1","7","4","7","7","7","4","People sometimes don’t accept evidence and need to be persuaded further","0","1|0|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|a.c1_s|v.c1_s|att_s|i.c1_s|p.c1_s|u.c1_s","","",""
"5/13/2024 8:13","5/13/2024 8:18","0","100","300","1","5/13/2024 8:18","","","","","anonymous","EN","1",179,"7","1","","","","","","","The lesson is that to make something believable, you need more than just evidence because what you also need is an underlying theory to tie it all. I tend to disagree because it is theories that require evidence to make them compelling. Evidence, however, can tell the story they need without assistance. Concrete evidence can not be denied because it is factual and objective.","1","0|1|0","","","","","","","","","3","2","4","2","4","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|a.m1_s|v.m1_s|i.m1_s|u.m1_s|att_s|p.m1_s",""
"5/13/2024 8:14","5/13/2024 8:18","0","100","209","1","5/13/2024 8:18","","","","","anonymous","EN","1",180,"7","1","","","","","","","That the overall user experience is not only on the product we sell, but also in how fast we deliver, among other things","","","","","","","","","0","1|0|0","","","","","","","3","3","5","4","4","4","FL_107","","FL_85","","","","Q288|att_f|i.m1_t|p.m1_t|a.m1_t|att_t|u.m1_t|v.m1_t"
"5/13/2024 8:11","5/13/2024 8:18","0","100","431","1","5/13/2024 8:18","","","","","anonymous","EN","1",181,"7","1","","","","","","","That Finding innovative ways could actually save your business due to the fact that they had a recession but they mange to increase their stock","","","5","6","6","6","5","4","0","1|0|0","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|att_t|u.c1_t|a.c1_t|v.c1_t|i.c1_t|p.c1_t","",""
"5/13/2024 8:15","5/13/2024 8:18","0","100","196","1","5/13/2024 8:18","","","","","anonymous","EN","1",182,"6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:17","5/13/2024 8:18","0","100","61","1","5/13/2024 8:18","","","","","anonymous","EN","1",183,"5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:09","5/13/2024 8:18","0","100","521","1","5/13/2024 8:18","","","","","anonymous","EN","1",184,"7","1","","","","","","","While it explains the reasoning behind products quality, it's unfortunately a game changing fact.","","","","","","","","","1","0|1|0","","","","","","","4","6","6","5","2","4","FL_107","","FL_85","","","","Q288|att_f|i.m1_t|p.m1_t|a.m1_t|v.m1_t|att_t|u.m1_t"
"5/13/2024 8:12","5/13/2024 8:18","0","100","370","1","5/13/2024 8:18","","","","","anonymous","EN","1",185,"7","1","","","","","","","I learnt that business classes teach students to focus on selling points/ease more then the actual product. I already knew of that in general but it is interesting to know that is advice that is given because, i personally, think the product should be the most important. It does make sense though, since the purpose is to sell efficiently.","","","","","","","","","1","0|0|1","","","","","","","5","4","6","5","3","4","FL_107","","FL_85","","","","Q288|att_f|p.m1_t|v.m1_t|u.m1_t|i.m1_t|att_t|a.m1_t"
"5/13/2024 8:15","5/13/2024 8:18","0","100","175","1","5/13/2024 8:18","","","","","anonymous","EN","1",186,"7","1","","","","","","","I would've already agreed with the premise (people need more depth to understand and change their minds) but, and perhaps ironically, this lesson won't change the perspective of someone completely unsympathetic without far more substance.","1","0|0|1","","","","","","","","","3","2","3","3","3","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|v.m1_s|i.m1_s|p.m1_s|a.m1_s|u.m1_s|att_s",""
"5/13/2024 8:14","5/13/2024 8:18","0","100","271","1","5/13/2024 8:18","","","","","anonymous","EN","1",187,"7","1","","","","","","","I read it and I don't see how it's of any value, after this study I will probably forget about it and never even think of it again. It didn't spark any deep thought, it really just comes off as empty words.","1","1|0|0","","","","","","","","","1","1","1","1","1","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|a.m1_s|i.m1_s|p.m1_s|u.m1_s|att_s|v.m1_s",""
"5/13/2024 8:15","5/13/2024 8:18","0","100","198","1","5/13/2024 8:18","","","","","anonymous","EN","1",188,"7","1","5","5","5","6","6","4","That sometimes, even when nobody believes you, you are in fact right.","0","0|1|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|p.c1_s|a.c1_s|u.c1_s|i.c1_s|att_s|v.c1_s","","",""
"5/13/2024 8:15","5/13/2024 8:18","0","100","196","1","5/13/2024 8:18","","","","","anonymous","EN","1",189,"7","1","","","","","","","This lesson allowed me to reflect on having to have strong foundation evidence to back up a theory in order to change another persons mind. This is somewhat common knowledge that seems to get forgotten in times when people are more occupied with trying to get their voice heard over simply listening and questioning others.","1","0|1|0","","","","","","","","","5","5","5","5","6","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|u.m1_s|p.m1_s|att_s|v.m1_s|i.m1_s|a.m1_s",""
"5/13/2024 8:17","5/13/2024 8:18","0","100","74","1","5/13/2024 8:18","","","","","anonymous","EN","1",190,"6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:17","5/13/2024 8:18","0","100","72","1","5/13/2024 8:18","","","","","anonymous","EN","1",191,"7","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:18","5/13/2024 8:18","0","100","28","1","5/13/2024 8:18","","","","","anonymous","EN","1",192,"6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:16","5/13/2024 8:18","0","100","151","1","5/13/2024 8:18","","","","","anonymous","EN","1",193,"7","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:17","5/13/2024 8:18","0","100","90","1","5/13/2024 8:18","","","","","anonymous","EN","1",194,"7","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:16","5/13/2024 8:18","0","100","135","1","5/13/2024 8:18","","","","","anonymous","EN","1",195,"7","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:14","5/13/2024 8:18","0","100","265","1","5/13/2024 8:18","","","","","anonymous","EN","1",196,"7","1","","","","","","","A company may achieve more benefits promoting simplicity and faster delivery over the investment on development of new products","","","","","","","","","1","0|0|1","","","","","","","5","4","5","5","6","6","FL_107","","FL_85","","","","Q288|att_f|att_t|i.m1_t|a.m1_t|v.m1_t|p.m1_t|u.m1_t"
"5/13/2024 8:14","5/13/2024 8:18","0","100","254","1","5/13/2024 8:18","","","","","anonymous","EN","1",197,"7","1","","","","","","","So called average intelligent is in fact not as average as everyone assume it to be.","1","0|1|0","","","","","","","","","5","5","5","5","6","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|a.m1_s|p.m1_s|att_s|v.m1_s|u.m1_s|i.m1_s",""
"5/13/2024 8:14","5/13/2024 8:18","0","100","286","1","5/13/2024 8:18","","","","","anonymous","EN","1",198,"7","1","","","","","","","I’ve let that the sales of the company increased because of a new system that was implemented ","","","3","1","2","3","2","3","0","1|0|0","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|att_t|v.c1_t|u.c1_t|a.c1_t|p.c1_t|i.c1_t","",""
"5/13/2024 8:13","5/13/2024 8:18","0","100","337","1","5/13/2024 8:18","","","","","anonymous","EN","1",199,"7","1","","","","","","","Even if there is evidence, some people will need something more than that to convince themselves ","1","0|1|0","","","","","","","","","3","2","2","4","4","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|u.m1_s|v.m1_s|p.m1_s|i.m1_s|att_s|a.m1_s",""
"5/13/2024 8:14","5/13/2024 8:18","0","100","286","1","5/13/2024 8:18","","","","","anonymous","EN","1",200,"7","1","","","","","","","Companies don't always prioritise product quality or consumers to improve sales","","","5","6","6","5","4","4","1","0|1|0","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|a.c1_t|p.c1_t|i.c1_t|u.c1_t|att_t|v.c1_t","",""
"5/13/2024 8:13","5/13/2024 8:18","0","100","349","1","5/13/2024 8:18","","","","","anonymous","EN","1",201,"7","1","7","7","7","7","7","4","The case study taught me to wash my hands","0","1|0|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|p.c1_s|att_s|a.c1_s|i.c1_s|v.c1_s|u.c1_s","","",""
"5/13/2024 8:16","5/13/2024 8:18","0","100","155","1","5/13/2024 8:18","","","","","anonymous","EN","1",202,"7","1","","","","","","","We should change our mindsets","1","0|1|0","","","","","","","","","4","2","5","3","6","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|i.m1_s|att_s|a.m1_s|v.m1_s|p.m1_s|u.m1_s",""
"5/13/2024 8:17","5/13/2024 8:19","0","100","64","1","5/13/2024 8:19","","","","","anonymous","EN","1",203,"6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:14","5/13/2024 8:19","0","100","253","1","5/13/2024 8:19","","","","","anonymous","EN","1",204,"7","1","","","","","","","What I learned is that there maybe a belief that it is better to deliver a product more quicker than actually improve on its quality which is not accurate according to me.","","","","","","","","","0","0|1|0","","","","","","","2","3","2","1","1","4","FL_107","","FL_85","","","","Q288|att_f|v.m1_t|att_t|p.m1_t|a.m1_t|i.m1_t|u.m1_t"
"5/13/2024 8:16","5/13/2024 8:19","0","100","147","1","5/13/2024 8:19","","","","","anonymous","EN","1",205,"7","1","","","","","","","I wouldnt be swayed by underlying support or need reinforcement if data provided is irrefutable. ","1","0|0|1","","","","","","","","","1","2","2","2","1","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|p.m1_s|i.m1_s|u.m1_s|v.m1_s|att_s|a.m1_s",""
"5/13/2024 8:15","5/13/2024 8:19","0","100","234","1","5/13/2024 8:19","","","","","anonymous","EN","1",206,"7","1","","","","","","","That it's not always about quality but also making things easier and more accessible.Also customisation plays a big role.","","","3","2","3","3","4","4","1","0|1|0","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|v.c1_t|att_t|a.c1_t|i.c1_t|p.c1_t|u.c1_t","",""
"5/13/2024 8:16","5/13/2024 8:19","0","100","185","1","5/13/2024 8:19","","","","","anonymous","EN","1",207,"7","1","7","6","6","7","7","4","I learned that washing hands can save lives and stop germs from spreading ","0","1|0|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|i.c1_s|v.c1_s|a.c1_s|att_s|u.c1_s|p.c1_s","","",""
"5/13/2024 8:14","5/13/2024 8:19","0","100","282","1","5/13/2024 8:19","","","","","anonymous","EN","1",208,"7","1","","","","","","","I have learned that sometimes it’s not necessary to update the product, rather deliver the product faster.","","","","","","","","","1","1|0|0","","","","","","","1","2","4","2","2","4","FL_107","","FL_85","","","","Q288|att_f|i.m1_t|u.m1_t|p.m1_t|att_t|a.m1_t|v.m1_t"
"5/13/2024 8:16","5/13/2024 8:19","0","100","154","1","5/13/2024 8:19","","","","","anonymous","EN","1",209,"7","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:15","5/13/2024 8:19","0","100","229","1","5/13/2024 8:19","","","","","anonymous","EN","1",210,"7","1","","","","","","","I've learned that it is important to have customers receive their product on time or quicker even if the product is of a bad quality.","","","","","","","","","1","0|0|1","","","","","","","2","1","3","3","1","4","FL_107","","FL_85","","","","Q288|att_f|i.m1_t|u.m1_t|v.m1_t|p.m1_t|att_t|a.m1_t"
"5/13/2024 8:15","5/13/2024 8:19","0","100","219","1","5/13/2024 8:19","","","","","anonymous","EN","1",211,"7","1","","","","","","","I learnt the great impact that the decision Dominoes Pizza had made regarding their sales over the years.","","","7","6","6","6","7","4","1","1|0|0","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|v.c1_t|att_t|p.c1_t|u.c1_t|a.c1_t|i.c1_t","",""
"5/13/2024 8:15","5/13/2024 8:19","0","100","234","1","5/13/2024 8:19","","","","","anonymous","EN","1",212,"7","1","","","","","","","I learned that, it is easier for someone to change the simplicity of delivery than the quality of the product itself. ","","","","","","","","","1","0|0|1","","","","","","","4","3","3","3","3","4","FL_107","","FL_85","","","","Q288|att_f|i.m1_t|v.m1_t|p.m1_t|att_t|u.m1_t|a.m1_t"
"5/13/2024 8:11","5/13/2024 8:19","0","100","461","1","5/13/2024 8:19","","","","","anonymous","EN","1",213,"7","1","","","","","","","The information was regarding a business model wherein the priority lies in speed and simplicity of distribution rather than the improvement of the product or service. I didn’t feel I learned anything new from this information. ","","","","","","","","","0","1|0|0","","","","","","","2","1","2","1","2","4","FL_107","","FL_85","","","","Q288|att_f|att_t|u.m1_t|a.m1_t|p.m1_t|i.m1_t|v.m1_t"
"5/13/2024 8:09","5/13/2024 8:19","0","100","558","1","5/13/2024 8:19","","","","","anonymous","EN","1",214,"7","1","4","4","5","5","5","4","I learned that doctors had no idea that germs contributed to the death of patients. And a man discovered that there as a difference in deaths (1 to 3) between two hospitals because doctors of one hospital were washing hands and the others were not. This introduced the germ theory which would help people understand that germs played a role in the death of patients.","0","1|0|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|u.c1_s|p.c1_s|a.c1_s|att_s|v.c1_s|i.c1_s","","",""
"5/13/2024 8:13","5/13/2024 8:19","0","100","373","1","5/13/2024 8:19","","","","","anonymous","EN","1",215,"7","1","","","","","","","When your business experiences setbacks you can choose to adapt or to decay and eventually pass away. What means to adapt? in this technological era it means to develop fastest ways to reach the client, in order to close the breach between their desire of your product and having your product ringing their doorbell. But hey, this is not the whole equation, because, how will you be able to reach your client's heart? One of the best ways to get someone on your side is to acknowledge how much value does their authenticity have, and when they ask for the pizza tailored to their needs and tastes they see themselves in their pizza, they somewhat were part of the creation of this pizza and this pizza reflects them, so they not just get a pizza and the fastest pizza but most of all, they get a piece of themselves.","","","4","3","5","4","5","4","0","0|1|0","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|v.c1_t|att_t|p.c1_t|u.c1_t|a.c1_t|i.c1_t","",""
"5/13/2024 8:13","5/13/2024 8:19","0","100","365","1","5/13/2024 8:19","","","","","anonymous","EN","1",216,"7","1","","","","","","","Sometimes even if you have proof about something people will always have certain thoughts about it","0","0|0|1","","","","","","","","","6","6","7","6","6","4","","","","","","","FL_107","","FL_53","","","Q258|Q259|p.m1_s|v.m1_s|u.m1_s|att_s|i.m1_s|a.m1_s",""
"5/13/2024 8:17","5/13/2024 8:19","0","100","90","1","5/13/2024 8:19","","","","","anonymous","EN","1",217,"7","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:16","5/13/2024 8:19","0","100","154","1","5/13/2024 8:19","","","","","anonymous","EN","1",218,"7","1","2","2","4","2","2","4","It gave me some insight into how germ theory was discovered but it wasn't particularly useful as we now know this infomration and wash hands etc so it wouldn't cause me to change my habits","0","0|1|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|i.c1_s|v.c1_s|att_s|p.c1_s|u.c1_s|a.c1_s","","",""
"5/13/2024 8:14","5/13/2024 8:19","0","100","287","1","5/13/2024 8:19","","","","","anonymous","EN","1",219,"7","1","","","","","","","We should not delay in readily delivering the product for the utmost convenience to the consumer, as opposed to bettering said product.","","","","","","","","","1","1|0|0","","","","","","","3","2","4","3","2","4","FL_107","","FL_85","","","","Q288|att_f|att_t|i.m1_t|p.m1_t|a.m1_t|v.m1_t|u.m1_t"
"5/13/2024 8:17","5/13/2024 8:19","0","100","150","1","5/13/2024 8:19","","","","","anonymous","EN","1",220,"7","1","","","","","","","I was surprised to learn that consumers would consider the speed of delivery in comparison to the quality of the product, and I don't think this is realistic, so would like to find out more","","","","","","","","","1","0|0|1","","","","","","","3","3","3","3","3","4","FL_107","","FL_85","","","","Q288|att_f|p.m1_t|a.m1_t|u.m1_t|i.m1_t|v.m1_t|att_t"
"5/13/2024 8:17","5/13/2024 8:19","0","100","131","1","5/13/2024 8:19","","","","","anonymous","EN","1",221,"7","1","4","5","6","6","5","4","I learnt why it is important to listen to research and to consider potential causes of differences","0","1|0|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|i.c1_s|u.c1_s|p.c1_s|a.c1_s|v.c1_s|att_s","","",""
"5/13/2024 8:14","5/13/2024 8:19","0","100","279","1","5/13/2024 8:19","","","","","anonymous","EN","1",222,"7","1","","","","","","","It's not always the product that is the issue, sometimes it just the distribution issue","","","5","6","6","5","5","4","1","1|0|0","","","","","","","","","","","","","FL_108","FL_82","","","Q213|Q214|p.c1_t|a.c1_t|att_t|v.c1_t|i.c1_t|u.c1_t","",""
"5/13/2024 8:13","5/13/2024 8:19","0","100","348","1","5/13/2024 8:19","","","","","anonymous","EN","1",223,"7","1","6","5","6","6","6","4","I learned the importance of hygiene especially when dealing with people as diseases can easily spread ","0","0|0|1","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|att_s|u.c1_s|p.c1_s|i.c1_s|v.c1_s|a.c1_s","","",""
"5/13/2024 8:17","5/13/2024 8:19","0","100","132","1","5/13/2024 8:19","","","","","anonymous","EN","1",224,"7","1","","","","","","","It's really difficult to say how useful this lesson is without any context, as it just says that companies will improve delivery times rather than change the product, which is fine but I would like to know why","","","","","","","","","1","0|0|1","","","","","","","2","2","4","5","2","4","FL_107","","FL_85","","","","Q288|att_f|u.m1_t|i.m1_t|p.m1_t|a.m1_t|att_t|v.m1_t"
"5/13/2024 8:18","5/13/2024 8:19","0","100","66","1","5/13/2024 8:19","","","","","anonymous","EN","1",225,"6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:18","5/13/2024 8:19","0","100","82","1","5/13/2024 8:19","","","","","anonymous","EN","1",226,"7","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/13/2024 8:18","5/13/2024 8:19","0","100","101","1","5/13/2024 8:19","","","","","anonymous","EN","1",227,"7","1","","","","","","","Delivery of products can be just as important as the product itself","","","","","","","","","1","1|0|0","","","","","","","5","4","5","5","5","4","FL_107","","FL_85","","","","Q288|att_f|i.m1_t|a.m1_t|v.m1_t|u.m1_t|att_t|p.m1_t"
"5/13/2024 8:13","5/13/2024 8:19","0","100","407","1","5/13/2024 8:19","","","","","anonymous","EN","1",228,"7","1","3","4","4","1","4","4","I leaen that gems can kill a new born babe","0","1|0|0","","","","","","","","","","","","","","","","","","","","","FL_108","FL_51","","Q129|Q56|u.c1_s|p.c1_s|v.c1_s|a.c1_s|i.c1_s|att_s","","",""
