StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,consent,pid,id,com.1,com.2,v.c1_s,p.c1_s,i.c1_s,u.c1_s,a.c1_s,att_s,z,q_s,q_s_DO,v.c1_t,p.c1_t,i.c1_t,u.c1_t,a.c1_t,att_t,q_t,q_t_DO,v.m1_s,p.m1_s,i.m1_s,u.m1_s,a.m1_s,att_s,v.m1_t,p.m1_t,i.m1_t,u.m1_t,a.m1_t,att_t,FL_14_DO,FL_109_DO,FL_110_DO,casevienna_DO,casetech/pizza_DO,messagevienna_DO,messagetech/pizza_DO
5/13/2024 8:11,5/13/2024 8:16,0,100,297,1,5/13/2024 8:16,,,,,anonymous,EN,1,60d02e9baaeaa06a15ced8bf,64907ddafce68f23be1f76e4,7,1,,,,,,,Sometimes the best way for a company to make the most money is to improve the way in which they deliver their product as opposed to improving the product itself,,,,,,,,,1,0|1|0,,,,,,,4,5,4,4,5,4,FL_107,,FL_85,,,,Q288|att_f|u.m1_t|v.m1_t|att_t|a.m1_t|i.m1_t|p.m1_t
5/13/2024 8:13,5/13/2024 8:16,0,100,178,1,5/13/2024 8:16,,,,,anonymous,EN,1,612f3226cc3824fa9b780e6e,65009bb558fc0e0a94a4904f,7,1,,,,,,,"Sometimes things can't be changed, but we can change the perspective or lense through which we look at the problem. Domino's didn't change their method of operation, but added convenience and changed the narrative ",,,4,3,4,5,5,4,0,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|u.c1_t|att_t|p.c1_t|a.c1_t|v.c1_t|i.c1_t,,
5/13/2024 8:14,5/13/2024 8:16,0,100,123,1,5/13/2024 8:16,,,,,anonymous,EN,1,614280ed34d0c9737fb0f796,5ed8fdf3ae79a9420af84694,7,1,,,,,,,I learned that having a theory backing compelling evidence is useful ,1,1|0|0,,,,,,,,,3,3,4,3,4,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|a.m1_s|att_s|v.m1_s|i.m1_s|p.m1_s|u.m1_s,
5/13/2024 8:12,5/13/2024 8:16,0,100,241,1,5/13/2024 8:16,,,,,anonymous,EN,1,60fb1cab39fd626cb9dc093b,660dc74069c980824e0efad4,7,1,7,7,7,7,7,4,That washing your hands is extremely valuable things to do especially if you're job is in the hospital ER room.,0,0|0|1,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|u.c1_s|p.c1_s|i.c1_s|a.c1_s|att_s|v.c1_s,,,
5/13/2024 8:14,5/13/2024 8:16,0,100,155,1,5/13/2024 8:16,,,,,anonymous,EN,1,5f569b2bc1684c0ebaef4e05,5e57a0020c3c6a14a1624031,7,1,,,,,,,No mattet what people can be stubborn and don't like to admit they were wrong even if you have evidence that they were.,0,0|1|0,,,,,,,,,5,3,5,5,3,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|i.m1_s|u.m1_s|att_s|v.m1_s|p.m1_s|a.m1_s,
5/13/2024 8:13,5/13/2024 8:16,0,100,212,1,5/13/2024 8:17,,,,,anonymous,EN,1,6569a1a3fe860e32c438281a,613b45335ef9d60c2f15bb86,7,1,,,,,,,That in order to run a great business you have to take into perspective what the customers want.,,,6,6,7,4,6,4,1,0|1|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|p.c1_t|i.c1_t|att_t|v.c1_t|u.c1_t|a.c1_t,,
5/13/2024 8:12,5/13/2024 8:17,0,100,247,1,5/13/2024 8:17,,,,,anonymous,EN,1,65a0e6f96d1220a64a0f5d8e,5cf3ce21392ca30016117ebb,7,1,,,,,,,"Dominos were having problems, but instead of improving their pizzas they introduced a system where you can select your own toppings.",,,2,1,2,2,3,4,1,1|0|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|a.c1_t|i.c1_t|p.c1_t|att_t|u.c1_t|v.c1_t,,
5/13/2024 8:13,5/13/2024 8:17,0,100,232,1,5/13/2024 8:17,,,,,anonymous,EN,1,663e222c34bca8dd891321ce,60217b04d6f48714c0876a76,7,1,3,2,3,4,3,4,"There was a doctor who theorized that washing hands during childbirth is crucial to the health of the patient, and only after a few decades did anyone listen to him, proving his point. When dealing with blood it is crucial to avoid any contamination.",0,0|0|1,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|u.c1_s|p.c1_s|a.c1_s|v.c1_s|att_s|i.c1_s,,,
5/13/2024 8:10,5/13/2024 8:17,0,100,408,1,5/13/2024 8:17,,,,,anonymous,EN,1,616319d30c2cde1ee230f628,613a09151c38385763cbdd32,7,1,4,2,5,4,5,4,"How despite evidence being provided, it took decades (and many more lives) to adapt the germ theory.",1,0|1|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|v.c1_s|u.c1_s|a.c1_s|i.c1_s|p.c1_s|att_s,,,
5/13/2024 8:15,5/13/2024 8:17,0,100,87,1,5/13/2024 8:17,,,,,anonymous,EN,1,65395648e2df8c95292d130d,611cccc7df12bfa05e6135e0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:12,5/13/2024 8:17,0,100,257,1,5/13/2024 8:17,,,,,anonymous,EN,1,60217b04d6f48714c0876a76,6461bbd8b010cffa35d7852a,7,1,,,,,,,Optimizing the system can lead to better results rather than making the product better.,,,4,5,5,4,4,4,1,0|1|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|i.c1_t|att_t|a.c1_t|u.c1_t|v.c1_t|p.c1_t,,
5/13/2024 8:16,5/13/2024 8:17,0,100,34,1,5/13/2024 8:17,,,,,anonymous,EN,1,65ddec7f3b7ecc45527206bb,653bbab350e45b9738dce7a7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:10,5/13/2024 8:17,0,100,414,1,5/13/2024 8:17,,,,,anonymous,EN,1,6478f29b452cd66da9929238,607174ecde2e8b6e6f98a3a6,7,1,3,2,2,3,2,4,"I learned that at some point in medical history, there was very little understanding about germs and microbacteria and the dangers of exposing a person's open body to those germs. I learned that it took a few years before this was common knowledge. I cannot say I myself learned about the importance of sanitizing your hands because I have lived all of my life knowing this.",0,1|0|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|att_s|p.c1_s|v.c1_s|u.c1_s|a.c1_s|i.c1_s,,,
5/13/2024 8:12,5/13/2024 8:17,0,100,266,1,5/13/2024 8:17,,,,,anonymous,EN,1,60aea3068c18c4a83c630833,65be6cbd9087215db418421e,7,1,,,,,,,"It is not enough to showcase a few proofs to people, but it is important to always provide a well-detailed background on why proofs are proofs and not only theories. ",1,0|0|1,,,,,,,,,5,3,4,3,4,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|v.m1_s|att_s|p.m1_s|u.m1_s|a.m1_s|i.m1_s,
5/13/2024 8:11,5/13/2024 8:17,0,100,321,1,5/13/2024 8:17,,,,,anonymous,EN,1,603741995a47315bf6a35ee0,6171aa5fff416f8783493856,7,1,,,,,,,"I learned that even if you can prove your case, you always have to expect that people will always require more information in order for them to be convinced. ",0,0|0|1,,,,,,,,,7,7,7,7,7,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|att_s|v.m1_s|a.m1_s|u.m1_s|i.m1_s|p.m1_s,
5/13/2024 8:12,5/13/2024 8:17,0,100,307,1,5/13/2024 8:17,,,,,anonymous,EN,1,6525df8911e6faea5152a4f9,60fc7f3f9cc85bfba63d07b5,7,1,2,1,2,2,2,4,"This lesson taught me nothing new, but just confirmed what I already knew- that often, people who have solod theories or are even proven to be right, are not listened to or taken seriously by the wider public. And of course, that hygiene is extremely important - especially in the medical field. As stated, I already knew both of these things but it was still an interesting thing to learn about.",0,1|0|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|att_s|a.c1_s|u.c1_s|i.c1_s|v.c1_s|p.c1_s,,,
5/13/2024 8:12,5/13/2024 8:17,0,100,292,1,5/13/2024 8:17,,,,,anonymous,EN,1,610fe388edbe79db4831672b,6135dc7bbd76eac19965cbb4,7,1,4,7,5,4,3,4,Doctors should wash their hands during child birth to avoid child birth deaths,0,0|0|1,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|p.c1_s|u.c1_s|a.c1_s|i.c1_s|v.c1_s|att_s,,,
5/13/2024 8:14,5/13/2024 8:17,0,100,160,1,5/13/2024 8:17,,,,,anonymous,EN,1,5fa8603ba9a9c56e60b79ad2,5ff1be724cfb7d137e366235,7,1,,,,,,,"I learned that it doesn't necessarily matter what your product is, but your means to providing that product is just as important if not more important. ",,,5,5,5,4,6,4,1,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|a.c1_t|att_t|v.c1_t|p.c1_t|u.c1_t|i.c1_t,,
5/13/2024 8:11,5/13/2024 8:17,0,100,363,1,5/13/2024 8:17,,,,,anonymous,EN,1,613b45335ef9d60c2f15bb86,60c1c8ade4bb1ec24514a4d5,7,1,,,,,,,"Dominos was strugling after the recession intead of changing thier product they introduced a new method, business idea and excelled from that point. Ideas can make or break you.",,,6,7,6,6,6,4,1,0|1|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|i.c1_t|att_t|v.c1_t|a.c1_t|p.c1_t|u.c1_t,,
5/13/2024 8:14,5/13/2024 8:17,0,100,181,1,5/13/2024 8:17,,,,,anonymous,EN,1,60ee913de67c56daf5e842a9,5ef0b80c783eb301cab78d7f,7,1,,,,,,,"It didn't provide much insight and didn't come across as useful or a memorable lesson, as the information provided was rather obvious and didn't teach anything new.",,,,,,,,,1,1|0|0,,,,,,,2,2,3,4,4,4,FL_107,,FL_85,,,,Q288|att_f|p.m1_t|v.m1_t|i.m1_t|u.m1_t|a.m1_t|att_t
5/13/2024 8:13,5/13/2024 8:17,0,100,221,1,5/13/2024 8:17,,,,,anonymous,EN,1,653283ab0f5ac5deb2a5d2ae,60fb1cab39fd626cb9dc093b,7,1,,,,,,,"Swift delivery matters more than the actual product being delivered, and should be prioritised more.",,,,,,,,,1,1|0|0,,,,,,,5,5,5,5,3,4,FL_107,,FL_85,,,,Q288|att_f|i.m1_t|u.m1_t|a.m1_t|att_t|p.m1_t|v.m1_t
5/13/2024 8:13,5/13/2024 8:17,0,100,243,1,5/13/2024 8:17,,,,,anonymous,EN,1,6174ecffb39d40681e51eca2,603741995a47315bf6a35ee0,7,1,3,3,5,5,4,4,"I learned the reason doctors now wash their hands due germ theory,  however this could of save lives much earlier if they had listened to a report based on a data from two hospitals",0,1|0|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|a.c1_s|i.c1_s|v.c1_s|p.c1_s|att_s|u.c1_s,,,
5/13/2024 8:14,5/13/2024 8:17,0,100,152,1,5/13/2024 8:17,,,,,anonymous,EN,1,611e27aa50a1d65dc3eb2e36,611babe081137b57fb423693,7,1,,,,,,,I learnt that it’s quantity over quality. Improving the speed of production rather than the quality of production is more valuable.,,,,,,,,,0,0|1|0,,,,,,,2,2,2,2,2,4,FL_107,,FL_85,,,,Q288|att_f|v.m1_t|a.m1_t|u.m1_t|att_t|p.m1_t|i.m1_t
5/13/2024 8:14,5/13/2024 8:17,0,100,187,1,5/13/2024 8:17,,,,,anonymous,EN,1,60f6dc139e58d2688fc34fee,5c7c2ec06c42650001af30a4,7,1,,,,,,,"It gave the insight that companies may become more profitable by providing better services (for instance, speedwise), which is quite obvious.",,,,,,,,,1,0|1|0,,,,,,,3,2,4,3,3,4,FL_107,,FL_85,,,,Q288|att_f|att_t|i.m1_t|a.m1_t|p.m1_t|u.m1_t|v.m1_t
5/13/2024 8:11,5/13/2024 8:17,0,100,343,1,5/13/2024 8:17,,,,,anonymous,EN,1,65009bb558fc0e0a94a4904f,659ea871826d930c27da086f,7,1,,,,,,,"honestly, with just that one sentence it's kind of hard to judge how good a lecture is. but what i could gather from that sentence is that if you want to change people's opinions you can't just present proof, you need to dig deeper in the person's mind. if they are already questioning the topic, presenting proof might be enough, but if they are sure in their beliefs you'll need to start from the beginning",1,0|1|0,,,,,,,,,5,2,5,5,5,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|i.m1_s|p.m1_s|v.m1_s|u.m1_s|att_s|a.m1_s,
5/13/2024 8:11,5/13/2024 8:17,0,100,328,1,5/13/2024 8:17,,,,,anonymous,EN,1,61139650b14764a4eff6f9a2,6138697ee94a5db859c4ed6d,7,1,,,,,,,"Sometimes you don't need to fix what is not broken, just work on something that will forever be important which is delivery.",,,,,,,,,1,1|0|0,,,,,,,3,4,4,3,5,4,FL_107,,FL_85,,,,Q288|att_f|a.m1_t|p.m1_t|i.m1_t|att_t|u.m1_t|v.m1_t
5/13/2024 8:16,5/13/2024 8:17,0,100,54,1,5/13/2024 8:17,,,,,anonymous,EN,1,65d1752efe7a391178ae6b52,5ec4545fee41171881ca1af7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:14,5/13/2024 8:17,0,100,160,1,5/13/2024 8:17,,,,,anonymous,EN,1,60d0da6d77e686a54bb6d3fe,62e291e6b76e15b147084384,7,1,,,,,,,I learnt that companies are often tempted to speed up work instead of fixing existing problems.,,,,,,,,,1,0|1|0,,,,,,,1,1,2,2,2,4,FL_107,,FL_85,,,,Q288|att_f|att_t|a.m1_t|v.m1_t|u.m1_t|i.m1_t|p.m1_t
5/13/2024 8:14,5/13/2024 8:17,0,100,177,1,5/13/2024 8:17,,,,,anonymous,EN,1,6037de0b70a1130009691827,5efe0edc26c5e92c09017ee0,7,1,6,5,5,5,3,4,I learned that you should always listen to what people have to say,0,0|0|1,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|att_s|v.c1_s|i.c1_s|p.c1_s|u.c1_s|a.c1_s,,,
5/13/2024 8:16,5/13/2024 8:17,0,100,47,1,5/13/2024 8:17,,,,,anonymous,EN,1,5efae8ae4003e69471e548b3,5f5bd225fc41a5384dce2d87,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:10,5/13/2024 8:17,0,100,436,1,5/13/2024 8:17,,,,,anonymous,EN,1,58bf2cf0d294c100010181fa,5f9aaa37ab43c61dc06a051a,7,1,,,,,,,"In this lesson I learned that Dominos did not really want to improve the quality of the product they sold but instead they preferred to improve customer satisfaction. This actually worked for the company because the product was not improved at all, just the marketing strategy was but anyways the stocks were higher and higher in a period of 12 years. This made me reflect about what big companies actually focus on",,,5,3,3,5,5,4,0,1|0|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|a.c1_t|p.c1_t|v.c1_t|u.c1_t|i.c1_t|att_t,,
5/13/2024 8:17,5/13/2024 8:17,0,100,28,1,5/13/2024 8:17,,,,,anonymous,EN,1,60ed6ef739959cc28d143526,60c241f2c071ac0ccad8662c,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:15,5/13/2024 8:17,0,100,115,1,5/13/2024 8:17,,,,,anonymous,EN,1,5c9749b849784d001b486f6a,6267c02a72a6675363631f49,7,1,,,,,,,There is more than one solution to a problem.,,,3,3,3,3,3,4,0,0|1|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|a.c1_t|att_t|p.c1_t|i.c1_t|v.c1_t|u.c1_t,,
5/13/2024 8:14,5/13/2024 8:17,0,100,167,1,5/13/2024 8:17,,,,,anonymous,EN,1,64e84e0d9ca457c4ae14c05b,64a83c3f17fdbbd04588c34a,7,1,,,,,,,The lesson was about the need for an underlining theory to make evidence more convincing.,1,0|0|1,,,,,,,,,4,3,5,5,5,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|u.m1_s|att_s|p.m1_s|a.m1_s|v.m1_s|i.m1_s,
5/13/2024 8:15,5/13/2024 8:17,0,100,150,1,5/13/2024 8:17,,,,,anonymous,EN,1,5d9265cde0cd75001a485441,6526aa5a9e3f333cf836af3a,7,1,,,,,,,People need to hear a theory even when presented with a large set of data to understand it.,1,0|0|1,,,,,,,,,4,4,4,5,5,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|u.m1_s|p.m1_s|v.m1_s|i.m1_s|att_s|a.m1_s,
5/13/2024 8:14,5/13/2024 8:17,0,100,215,1,5/13/2024 8:17,,,,,anonymous,EN,1,5ea5bbd62788e55b4895fecf,55cca8f81676ab000ff06ef1,7,1,,,,,,,Very little. Only that dominoes created a successul app,,,1,1,2,2,1,4,1,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|i.c1_t|p.c1_t|v.c1_t|att_t|u.c1_t|a.c1_t,,
5/13/2024 8:17,5/13/2024 8:17,0,100,23,1,5/13/2024 8:17,,,,,anonymous,EN,1,602e763eef81ce9e57528e1e,5faacca24cd0384c1fa08be1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:13,5/13/2024 8:17,0,100,247,1,5/13/2024 8:17,,,,,anonymous,EN,1,65bc0b7d67c3b127986fe002,5efae8ae4003e69471e548b3,7,1,,,,,,,By optimizing their sale and marketing they raised up their stocks really high,,,5,5,4,4,4,4,1,0|1|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|att_t|p.c1_t|v.c1_t|a.c1_t|u.c1_t|i.c1_t,,
5/13/2024 8:12,5/13/2024 8:17,0,100,304,1,5/13/2024 8:17,,,,,anonymous,EN,1,6526aa5a9e3f333cf836af3a,6159e8d7327e9932b6cc3333,7,1,7,7,7,6,7,4,"The importance of hand washing especially in medical settings. Germs are very dangerous, and can cause further medical complications and cross contamination.",0,0|0|1,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|att_s|u.c1_s|a.c1_s|p.c1_s|v.c1_s|i.c1_s,,,
5/13/2024 8:17,5/13/2024 8:17,0,100,39,1,5/13/2024 8:17,,,,,anonymous,EN,1,611babe081137b57fb423693,6400f78239b2d28e8caf8db4,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:16,5/13/2024 8:17,0,100,113,1,5/13/2024 8:17,,,,,anonymous,EN,1,6152f27486f3558dc7e0f649,60e81a918c53f47eb6795edd,7,1,,,,,,,"That by making the process for customers easier, it can make customers prefer the end result/product, without having to actually change the product.",,,,,,,,,1,0|0|1,,,,,,,4,4,5,6,5,4,FL_107,,FL_85,,,,Q288|att_f|u.m1_t|att_t|i.m1_t|p.m1_t|a.m1_t|v.m1_t
5/13/2024 8:14,5/13/2024 8:17,0,100,220,1,5/13/2024 8:17,,,,,anonymous,EN,1,5e8e0edb2654100aca8e16c5,5ee944d1886b7d1b8481387d,7,1,,,,,,,"Sometimes it's more about options, or the delivery or just advertising, not the actual product. ",,,3,1,4,3,4,4,0,1|0|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|att_t|p.c1_t|i.c1_t|a.c1_t|v.c1_t|u.c1_t,,
5/13/2024 8:14,5/13/2024 8:17,0,100,227,1,5/13/2024 8:17,,,,,anonymous,EN,1,55cca8f81676ab000ff06ef1,65bc0b7d67c3b127986fe002,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:15,5/13/2024 8:17,0,100,173,1,5/13/2024 8:18,,,,,anonymous,EN,1,577f91b84d107800016d9e69,5d540a99a620c10016640923,7,1,,,,,,,"I learned that even when faced with compelling evidence, people can find it difficult to change their minds. This could be down to inflated sense of self or unreasonable belief in their own preferred opinion regardless of data/evidence",0,0|1|0,,,,,,,,,6,3,6,6,6,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|v.m1_s|i.m1_s|u.m1_s|a.m1_s|att_s|p.m1_s,
5/13/2024 8:15,5/13/2024 8:18,0,100,174,1,5/13/2024 8:18,,,,,anonymous,EN,1,60e00818b935a41dcfb1cccd,5cd7334504748d001a19f494,7,1,6,6,6,5,7,4,Interesting that a simple thing like washing hands can prevent mortality,0,1|0|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|p.c1_s|i.c1_s|v.c1_s|a.c1_s|att_s|u.c1_s,,,
5/13/2024 8:16,5/13/2024 8:18,0,100,102,1,5/13/2024 8:18,,,,,anonymous,EN,1,66071c67294f2e86b99e2df7,660b0f0470055707a8255e97,7,1,,,,,,,People are slow to believe new ideas despite evidence,1,1|0|0,,,,,,,,,5,2,4,5,5,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|i.m1_s|a.m1_s|u.m1_s|v.m1_s|p.m1_s|att_s,
5/13/2024 8:12,5/13/2024 8:18,0,100,344,1,5/13/2024 8:18,,,,,anonymous,EN,1,58d8fcb9f94de20001fbcd0d,5c02c142d84faa000148999a,7,1,4,1,5,3,7,4,Proper hand hygiene is of most importance to control infections/diseases that can lead to pediatric deaths.,0,0|0|1,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|i.c1_s|a.c1_s|v.c1_s|att_s|u.c1_s|p.c1_s,,,
5/13/2024 8:14,5/13/2024 8:18,0,100,211,1,5/13/2024 8:18,,,,,anonymous,EN,1,603e4a07f13069c94f988b48,5e714522bac83d05b8a3e63b,7,1,,,,,,,"I learned that even if u gather any sort of types of evidence, you basically need a good argument and theory to explain why such evidence is relevant, you can't just have something to show without explaining why it is that what you're showing is important.",1,1|0|0,,,,,,,,,4,4,5,5,5,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|u.m1_s|att_s|i.m1_s|p.m1_s|a.m1_s|v.m1_s,
5/13/2024 8:11,5/13/2024 8:18,0,100,367,1,5/13/2024 8:18,,,,,anonymous,EN,1,5ba10792cc5dd00001671c6c,5b4e03cd56e0140001ad5076,7,1,,,,,,,"I learned that Dominos increased their value not through improving their pizzas but instead by increasing the accessibility of their pizzas even though their popularity was poor, this enabled customers to customise their pizzas on the app and made the process more smooth.",,,4,5,3,3,3,4,1,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|p.c1_t|att_t|v.c1_t|a.c1_t|u.c1_t|i.c1_t,,
5/13/2024 8:15,5/13/2024 8:18,0,100,163,1,5/13/2024 8:18,,,,,anonymous,EN,1,596a4c84389a5b000126477f,601ef2ade61f3d3b81e80624,7,1,6,6,6,6,6,4,SOMETIMES SOME THINGS ARE OBVIOUS BUT OFTEN NEED POINTING OUT,0,0|0|1,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|u.c1_s|v.c1_s|p.c1_s|att_s|i.c1_s|a.c1_s,,,
5/13/2024 8:13,5/13/2024 8:18,0,100,297,1,5/13/2024 8:18,,,,,anonymous,EN,1,5c7c2ec06c42650001af30a4,663e222c34bca8dd891321ce,7,1,7,7,6,7,7,4,I learned the importance of sanitation especially when you are working at the healthcare facility. The insights provided in this scenario is that a lot of people tend to not listen to things until it has a huge impact on the society.,0,0|1|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|u.c1_s|v.c1_s|i.c1_s|a.c1_s|p.c1_s|att_s,,,
5/13/2024 8:17,5/13/2024 8:18,0,100,17,1,5/13/2024 8:18,,,,,anonymous,EN,1,5ee944d1886b7d1b8481387d,5f7e292bc98b530dc2c16c4d,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:14,5/13/2024 8:18,0,100,231,1,5/13/2024 8:18,,,,,anonymous,EN,1,5e57a0020c3c6a14a1624031,6478906cd65d664edfb70fc7,7,1,,,,,,,I learned that Pizza was not that good but they tried a different marketing gimmick to change their sales,,,3,2,4,2,2,4,0,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|u.c1_t|a.c1_t|v.c1_t|p.c1_t|i.c1_t|att_t,,
5/13/2024 8:16,5/13/2024 8:18,0,100,97,1,5/13/2024 8:18,,,,,anonymous,EN,1,611cccc7df12bfa05e6135e0,634d8068db4d540043ec2b15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:15,5/13/2024 8:18,0,100,184,1,5/13/2024 8:18,,,,,anonymous,EN,1,5ef0b80c783eb301cab78d7f,5ef48406c7ae5804eebf277b,7,1,7,4,7,7,7,4,People sometimes don’t accept evidence and need to be persuaded further,0,1|0|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|a.c1_s|v.c1_s|att_s|i.c1_s|p.c1_s|u.c1_s,,,
5/13/2024 8:13,5/13/2024 8:18,0,100,300,1,5/13/2024 8:18,,,,,anonymous,EN,1,5caf52b18b46a700131eec10,610fe388edbe79db4831672b,7,1,,,,,,,"The lesson is that to make something believable, you need more than just evidence because what you also need is an underlying theory to tie it all. I tend to disagree because it is theories that require evidence to make them compelling. Evidence, however, can tell the story they need without assistance. Concrete evidence can not be denied because it is factual and objective.",1,0|1|0,,,,,,,,,3,2,4,2,4,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|a.m1_s|v.m1_s|i.m1_s|u.m1_s|att_s|p.m1_s,
5/13/2024 8:14,5/13/2024 8:18,0,100,209,1,5/13/2024 8:18,,,,,anonymous,EN,1,6478906cd65d664edfb70fc7,613a3d980fd9796d4b302d08,7,1,,,,,,,"That the overall user experience is not only on the product we sell, but also in how fast we deliver, among other things",,,,,,,,,0,1|0|0,,,,,,,3,3,5,4,4,4,FL_107,,FL_85,,,,Q288|att_f|i.m1_t|p.m1_t|a.m1_t|att_t|u.m1_t|v.m1_t
5/13/2024 8:11,5/13/2024 8:18,0,100,431,1,5/13/2024 8:18,,,,,anonymous,EN,1,6613eb1644b6c554a1a3bd3c,617650f658b0e12a5a8dc056,7,1,,,,,,,That Finding innovative ways could actually save your business due to the fact that they had a recession but they mange to increase their stock,,,5,6,6,6,5,4,0,1|0|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|att_t|u.c1_t|a.c1_t|v.c1_t|i.c1_t|p.c1_t,,
5/13/2024 8:15,5/13/2024 8:18,0,100,196,1,5/13/2024 8:18,,,,,anonymous,EN,1,609bcf27b68e518541b4a827,65b26a0d5ae1ede0b3be4248,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:17,5/13/2024 8:18,0,100,61,1,5/13/2024 8:18,,,,,anonymous,EN,1,5e714522bac83d05b8a3e63b,661e22db2360937b77f5d10c,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:09,5/13/2024 8:18,0,100,521,1,5/13/2024 8:18,,,,,anonymous,EN,1,65496b5c72f8f0b8d921ae0f,614386aaad55b05aa5c7767e,7,1,,,,,,,"While it explains the reasoning behind products quality, it's unfortunately a game changing fact.",,,,,,,,,1,0|1|0,,,,,,,4,6,6,5,2,4,FL_107,,FL_85,,,,Q288|att_f|i.m1_t|p.m1_t|a.m1_t|v.m1_t|att_t|u.m1_t
5/13/2024 8:12,5/13/2024 8:18,0,100,370,1,5/13/2024 8:18,,,,,anonymous,EN,1,5f0cc31363e0816c1b0db7e1,662cedfdbd142c062a0d5e2e,7,1,,,,,,,"I learnt that business classes teach students to focus on selling points/ease more then the actual product. I already knew of that in general but it is interesting to know that is advice that is given because, i personally, think the product should be the most important. It does make sense though, since the purpose is to sell efficiently.",,,,,,,,,1,0|0|1,,,,,,,5,4,6,5,3,4,FL_107,,FL_85,,,,Q288|att_f|p.m1_t|v.m1_t|u.m1_t|i.m1_t|att_t|a.m1_t
