StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,consent,id,Q3,Q5,X65_att,X65_v.n,X65_p.n,X65_i.n,X65_u.n,X65_a.n,X66_att,X66_v.n,X66_p.n,X66_i.n,X66_u.n,X66_a.n,X67_att,X67_v.n,X67_p.n,X67_i.n,X67_u.n,X67_a.n,X68_att,X68_v.n,X68_p.n,X68_i.n,X68_u.n,X68_a.n,X69_att,X69_v.n,X69_p.n,X69_i.n,X69_u.n,X69_a.n,X70_att,X70_v.n,X70_p.n,X70_i.n,X70_u.n,X70_a.n,X71_att,X71_v.n,X71_p.n,X71_i.n,X71_u.n,X71_a.n,X72_att,X72_v.n,X72_p.n,X72_i.n,X72_u.n,X72_a.n,X73_att,X73_v.n,X73_p.n,X73_i.n,X73_u.n,X73_a.n,X74_att,X74_v.n,X74_p.n,X74_i.n,X74_u.n,X74_a.n,X22_att,X22_v.g,X22_p.g,X22_i.g,X22_u.g,X22_a.g,X23_att,X23_v.g,X23_p.g,X23_i.g,X23_u.g,X23_a.g,X24_att,X24_v.g,X24_p.g,X24_i.g,X24_u.g,X24_a.g,X25_att,X25_v.g,X25_p.g,X25_i.g,X25_u.g,X25_a.g,X26_att,X26_v.g,X26_p.g,X26_i.g,X26_u.g,X26_a.g,X27_att,X27_v.g,X27_p.g,X27_i.g,X27_u.g,X27_a.g,X28_att,X28_v.g,X28_p.g,X28_i.g,X28_u.g,X28_a.g,X29_att,X29_v.g,X29_p.g,X29_i.g,X29_u.g,X29_a.g,X30_att,X30_v.g,X30_p.g,X30_i.g,X30_u.g,X30_a.g,X31_att,X31_v.g,X31_p.g,X31_i.g,X31_u.g,X31_a.g,FL_4_DO,insightful_DO,uninsightful_DO
4/19/2025 13:24,4/19/2025 13:28,0,100,215,1,4/19/2025 13:28,,,,,anonymous,EN,1,118,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,6,7,7,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|v.g|a.g|i.g|att|p.g|u.g
4/19/2025 13:26,4/19/2025 13:28,0,100,91,1,4/19/2025 13:28,,,,,anonymous,EN,1,119,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|a.n|v.n|att|i.n|p.n|u.n,
4/19/2025 13:26,4/19/2025 13:28,0,100,69,1,4/19/2025 13:28,,,,,anonymous,EN,1,120,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2025 13:25,4/19/2025 13:28,0,100,143,1,4/19/2025 13:28,,,,,anonymous,EN,1,121,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,4,4,5,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|u.g|p.g|v.g|i.g|a.g|att
4/19/2025 13:26,4/19/2025 13:28,0,100,89,1,4/19/2025 13:28,,,,,anonymous,EN,1,122,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,7,6,7,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|v.g|att|i.g|u.g|p.g|a.g
4/19/2025 13:26,4/19/2025 13:28,0,100,115,1,4/19/2025 13:28,,,,,anonymous,EN,1,123,7,1,,,,,,,,,,,,,,,,,,,4,3,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|i.n|a.n|u.n|att|p.n|v.n,
4/19/2025 13:25,4/19/2025 13:28,0,100,139,1,4/19/2025 13:28,,,,,anonymous,EN,1,124,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|att|a.n|p.n|v.n|i.n|u.n,
4/19/2025 13:24,4/19/2025 13:28,0,100,200,1,4/19/2025 13:28,,,,,anonymous,EN,1,125,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,,,,,,,uninsightful,,Q210|uninsightful|att|p.g|i.g|v.g|a.g|u.g
4/19/2025 13:27,4/19/2025 13:28,0,100,40,1,4/19/2025 13:28,,,,,anonymous,EN,1,126,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2025 13:24,4/19/2025 13:28,0,100,198,1,4/19/2025 13:28,,,,,anonymous,EN,1,127,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|v.n|att|p.n|i.n|u.n|a.n,
4/19/2025 13:26,4/19/2025 13:28,0,100,86,1,4/19/2025 13:28,,,,,anonymous,EN,1,128,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|att|u.g|i.g|p.g|a.g|v.g
4/19/2025 13:25,4/19/2025 13:28,0,100,153,1,4/19/2025 13:28,,,,,anonymous,EN,1,129,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,3,3,2,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|u.g|i.g|p.g|v.g|a.g|att
4/19/2025 13:25,4/19/2025 13:28,0,100,192,1,4/19/2025 13:28,,,,,anonymous,EN,1,130,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2025 13:24,4/19/2025 13:28,0,100,205,1,4/19/2025 13:28,,,,,anonymous,EN,1,131,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|v.g|i.g|p.g|u.g|a.g|att
4/19/2025 13:25,4/19/2025 13:28,0,100,193,1,4/19/2025 13:28,,,,,anonymous,EN,1,132,7,1,,,,,,,,,,,,,,,,,,,4,7,6,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|i.n|a.n|u.n|v.n|att|p.n,
4/19/2025 13:25,4/19/2025 13:28,0,100,155,1,4/19/2025 13:28,,,,,anonymous,EN,1,133,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|att|i.g|u.g|a.g|p.g|v.g
4/19/2025 13:26,4/19/2025 13:28,0,100,123,1,4/19/2025 13:28,,,,,anonymous,EN,1,134,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|a.g|v.g|i.g|p.g|u.g|att
4/19/2025 13:26,4/19/2025 13:28,0,100,104,1,4/19/2025 13:28,,,,,anonymous,EN,1,135,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,3,5,6,5,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|i.g|u.g|v.g|p.g|att|a.g
4/19/2025 13:26,4/19/2025 13:28,0,100,123,1,4/19/2025 13:28,,,,,anonymous,EN,1,136,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|p.n|u.n|att|a.n|v.n|i.n,
4/19/2025 13:26,4/19/2025 13:28,0,100,128,1,4/19/2025 13:28,,,,,anonymous,EN,1,137,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|p.g|v.g|u.g|a.g|att|i.g
4/19/2025 13:27,4/19/2025 13:28,0,100,69,1,4/19/2025 13:28,,,,,anonymous,EN,1,138,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2025 13:26,4/19/2025 13:28,0,100,112,1,4/19/2025 13:28,,,,,anonymous,EN,1,139,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|att|i.n|a.n|u.n|p.n|v.n,
4/19/2025 13:27,4/19/2025 13:28,0,100,68,1,4/19/2025 13:28,,,,,anonymous,EN,1,140,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|v.n|a.n|p.n|u.n|i.n|att,
4/19/2025 13:26,4/19/2025 13:28,0,100,135,1,4/19/2025 13:28,,,,,anonymous,EN,1,141,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,2,3,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|v.n|u.n|p.n|a.n|i.n|att,
4/19/2025 13:26,4/19/2025 13:28,0,100,110,1,4/19/2025 13:28,,,,,anonymous,EN,1,142,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2025 13:26,4/19/2025 13:28,0,100,121,1,4/19/2025 13:28,,,,,anonymous,EN,1,143,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|i.g|a.g|v.g|u.g|p.g|att
4/19/2025 13:26,4/19/2025 13:28,0,100,136,1,4/19/2025 13:28,,,,,anonymous,EN,1,144,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|a.g|i.g|p.g|u.g|att|v.g
4/19/2025 13:27,4/19/2025 13:28,0,100,54,1,4/19/2025 13:28,,,,,anonymous,EN,1,145,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2025 13:25,4/19/2025 13:28,0,100,189,1,4/19/2025 13:28,,,,,anonymous,EN,1,146,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|v.n|i.n|att|u.n|a.n|p.n,
4/19/2025 13:24,4/19/2025 13:28,0,100,219,1,4/19/2025 13:28,,,,,anonymous,EN,1,147,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,5,5,3,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|p.g|u.g|i.g|a.g|v.g|att
4/19/2025 13:25,4/19/2025 13:28,0,100,180,1,4/19/2025 13:28,,,,,anonymous,EN,1,148,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,5,6,5,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|u.g|v.g|a.g|p.g|att|i.g
4/19/2025 13:25,4/19/2025 13:28,0,100,161,1,4/19/2025 13:28,,,,,anonymous,EN,1,149,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,7,6,7,7,,,,,,,uninsightful,,Q210|uninsightful|u.g|a.g|p.g|i.g|v.g|att
4/19/2025 13:26,4/19/2025 13:28,0,100,122,1,4/19/2025 13:28,,,,,anonymous,EN,1,150,7,1,,,,,,,,,,,,,4,5,6,7,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|i.n|v.n|a.n|u.n|att|p.n,
4/19/2025 13:26,4/19/2025 13:28,0,100,131,1,4/19/2025 13:28,,,,,anonymous,EN,1,151,7,1,,,,,,,,,,,,,,,,,,,4,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|i.n|v.n|p.n|att|u.n|a.n,
4/19/2025 13:25,4/19/2025 13:28,0,100,152,1,4/19/2025 13:28,,,,,anonymous,EN,1,152,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,7,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|v.g|att|p.g|u.g|a.g|i.g
4/19/2025 13:25,4/19/2025 13:28,0,100,165,1,4/19/2025 13:28,,,,,anonymous,EN,1,153,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|att|v.n|u.n|a.n|p.n|i.n,
4/19/2025 13:25,4/19/2025 13:28,0,100,185,1,4/19/2025 13:28,,,,,anonymous,EN,1,154,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,5,6,6,5,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|p.g|a.g|u.g|att|v.g|i.g
4/19/2025 13:24,4/19/2025 13:28,0,100,258,1,4/19/2025 13:28,,,,,anonymous,EN,1,155,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|a.n|att|v.n|i.n|u.n|p.n,
4/19/2025 13:24,4/19/2025 13:28,0,100,252,1,4/19/2025 13:28,,,,,anonymous,EN,1,156,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,7,2,5,5,uninsightful,,Q210|uninsightful|p.g|att|v.g|u.g|i.g|a.g
4/19/2025 13:24,4/19/2025 13:28,0,100,211,1,4/19/2025 13:28,,,,,anonymous,EN,1,157,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2025 13:25,4/19/2025 13:28,0,100,180,1,4/19/2025 13:28,,,,,anonymous,EN,1,158,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|v.n|i.n|att|u.n|a.n|p.n,
4/19/2025 13:26,4/19/2025 13:28,0,100,102,1,4/19/2025 13:28,,,,,anonymous,EN,1,159,7,1,,,,,,,,,,,,,,,,,,,4,2,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|att|u.n|a.n|p.n|i.n|v.n,
4/19/2025 13:26,4/19/2025 13:28,0,100,149,1,4/19/2025 13:28,,,,,anonymous,EN,1,160,7,1,,,,,,,,,,,,,,,,,,,4,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|p.n|v.n|att|i.n|a.n|u.n,
4/19/2025 13:25,4/19/2025 13:28,0,100,193,1,4/19/2025 13:28,,,,,anonymous,EN,1,161,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|u.g|v.g|p.g|att|i.g|a.g
4/19/2025 13:25,4/19/2025 13:28,0,100,169,1,4/19/2025 13:28,,,,,anonymous,EN,1,162,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,6,6,6,uninsightful,,Q210|uninsightful|att|u.g|i.g|a.g|v.g|p.g
4/19/2025 13:27,4/19/2025 13:28,0,100,76,1,4/19/2025 13:28,,,,,anonymous,EN,1,163,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2025 13:26,4/19/2025 13:28,0,100,145,1,4/19/2025 13:28,,,,,anonymous,EN,1,164,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|i.g|att|p.g|u.g|v.g|a.g
4/19/2025 13:27,4/19/2025 13:28,0,100,80,1,4/19/2025 13:28,,,,,anonymous,EN,1,165,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2025 13:26,4/19/2025 13:28,0,100,110,1,4/19/2025 13:28,,,,,anonymous,EN,1,166,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|u.n|v.n|a.n|att|i.n|p.n,
4/19/2025 13:26,4/19/2025 13:28,0,100,119,1,4/19/2025 13:28,,,,,anonymous,EN,1,167,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,6,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|a.g|v.g|i.g|u.g|p.g|att
4/19/2025 13:26,4/19/2025 13:28,0,100,132,1,4/19/2025 13:28,,,,,anonymous,EN,1,168,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|att|i.g|p.g|a.g|v.g|u.g
4/19/2025 13:25,4/19/2025 13:28,0,100,199,1,4/19/2025 13:28,,,,,anonymous,EN,1,169,7,1,,,,,,,,,,,,,4,6,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|a.n|v.n|u.n|att|p.n|i.n,
4/19/2025 13:26,4/19/2025 13:28,0,100,105,1,4/19/2025 13:28,,,,,anonymous,EN,1,170,7,1,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|i.n|u.n|p.n|att|v.n|a.n,
4/19/2025 13:26,4/19/2025 13:28,0,100,115,1,4/19/2025 13:28,,,,,anonymous,EN,1,171,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,5,4,4,,,,,,,,,,,,,uninsightful,,Q210|uninsightful|i.g|att|p.g|u.g|v.g|a.g
4/19/2025 13:26,4/19/2025 13:28,0,100,131,1,4/19/2025 13:28,,,,,anonymous,EN,1,172,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2025 13:27,4/19/2025 13:28,0,100,88,1,4/19/2025 13:28,,,,,anonymous,EN,1,173,7,1,,,,,,,4,3,3,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|i.n|att|v.n|u.n|a.n|p.n,
4/19/2025 13:26,4/19/2025 13:28,0,100,109,1,4/19/2025 13:28,,,,,anonymous,EN,1,174,7,1,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|att|a.n|p.n|v.n|u.n|i.n,
4/19/2025 13:26,4/19/2025 13:28,0,100,145,1,4/19/2025 13:28,,,,,anonymous,EN,1,175,7,1,,,,,,,,,,,,,,,,,,,4,2,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|i.n|a.n|att|p.n|v.n|u.n,
4/19/2025 13:24,4/19/2025 13:28,0,100,230,1,4/19/2025 13:28,,,,,anonymous,EN,1,176,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2025 13:27,4/19/2025 13:28,0,100,102,1,4/19/2025 13:28,,,,,anonymous,EN,1,177,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,insightful,Q129|insight|v.n|i.n|u.n|att|a.n|p.n,
