StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,consent,id,v.n1,p.n1,i.n1,u.n1,a.n1,q,v.n2,p.n2,i.n2,u.n2,a.n2,att,v.g1,p.g1,i.g1,u.g1,a.g1,v.g2,p.g2,i.g2,u.g2,a.g2,att.1,FL_14_DO,casefirstrate_DO,casefirstrerate_DO,messagefirstrate_DO,messagefirstrerate_DO
4/3/2024 11:24,4/3/2024 11:28,0,100,226,1,4/3/2024 11:28,,,,,anonymous,EN,1,127,5,5,6,6,6,The didn't want their bicycle damaged they would pretend that they're transporting tv so the shipping company would be more careful,6,5,6,5,6,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|v.n1|u.n1|a.n1|i.n1,Q142|Q144|att|v.n2|u.n2|p.n2|a.n2|i.n2,,
4/3/2024 11:25,4/3/2024 11:28,0,100,198,1,4/3/2024 11:28,,,,,anonymous,EN,1,128,,,,,,I don’t think I learned anything that I could use I the future. Why would a company change their packaging to look like something different was packaged. ,,,,,,,1,1,1,2,1,1,1,1,1,1,4,FL_53,,,Q151|Q152|u.g1|v.g1|a.g1|p.g1|i.g1,Q175|Q177|a.g2|p.g2|v.g2|att|u.g2|i.g2
4/3/2024 11:24,4/3/2024 11:28,0,100,245,1,4/3/2024 11:28,,,,,anonymous,EN,1,129,3,3,3,3,3,I learned that sometimes it can be useful to think about how others around you see things and to understand their way of thinking so that you can adjust what you do to get the best results for what you want.,3,3,3,3,3,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|i.n1|p.n1|a.n1|u.n1,Q142|Q144|u.n2|p.n2|a.n2|att|v.n2|i.n2,,
4/3/2024 11:24,4/3/2024 11:28,0,100,238,1,4/3/2024 11:28,,,,,anonymous,EN,1,130,3,2,4,4,2,"That if you’re a business owner faced with some complex issue, you can manipulate the situation and use that to your advantage ( legally). ",2,4,4,2,2,4,,,,,,,,,,,,FL_51,Q129|Q56|u.n1|i.n1|a.n1|p.n1|v.n1,Q142|Q144|a.n2|v.n2|p.n2|i.n2|u.n2|att,,
4/3/2024 11:25,4/3/2024 11:28,0,100,179,1,4/3/2024 11:28,,,,,anonymous,EN,1,131,,,,,,"Companies, which produce products that are not necessarily fragile, package their products in the same manner as generally fragile products, to reduce potential damage in transport, assuming that people working in transport will pay more care to them.",,,,,,,4,3,5,3,3,4,4,5,3,3,4,FL_53,,,Q151|Q152|v.g1|a.g1|u.g1|i.g1|p.g1,Q175|Q177|v.g2|att|i.g2|u.g2|a.g2|p.g2
4/3/2024 11:25,4/3/2024 11:28,0,100,205,1,4/3/2024 11:28,,,,,anonymous,EN,1,132,,,,,,I always come across online purchases with packaging like this. I think this’ll help to make packages more cared for by the delivery company.,,,,,,,5,4,7,3,3,5,5,2,7,3,4,FL_53,,,Q151|Q152|a.g1|u.g1|v.g1|p.g1|i.g1,Q175|Q177|i.g2|att|a.g2|v.g2|p.g2|u.g2
4/3/2024 11:25,4/3/2024 11:29,0,100,197,1,4/3/2024 11:29,,,,,anonymous,EN,1,133,,,,,,"I learned that packaging products so that externally, they imitate fragile goods, will lead to less transit damage for those goods.",,,,,,,4,3,3,5,5,5,3,3,5,5,4,FL_53,,,Q151|Q152|i.g1|v.g1|p.g1|a.g1|u.g1,Q175|Q177|v.g2|a.g2|u.g2|p.g2|att|i.g2
4/3/2024 11:25,4/3/2024 11:29,0,100,189,1,4/3/2024 11:29,,,,,anonymous,EN,1,134,6,5,5,5,5,people respect more integral electronic version than other,5,5,5,5,4,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|a.n1|v.n1|u.n1|i.n1,Q142|Q144|i.n2|a.n2|p.n2|att|v.n2|u.n2,,
4/3/2024 11:25,4/3/2024 11:29,0,100,187,1,4/3/2024 11:29,,,,,anonymous,EN,1,135,6,6,6,6,5,"That people treated the package differently as they thought it was fragile, so treated it with a greater degree of care. It shows how you can change people’s perception of the same item and get them to treat it in a different way just through what they believe it is",6,6,5,6,5,4,,,,,,,,,,,,FL_51,Q129|Q56|u.n1|v.n1|a.n1|i.n1|p.n1,Q142|Q144|p.n2|v.n2|i.n2|att|u.n2|a.n2,,
4/3/2024 11:24,4/3/2024 11:29,0,100,274,1,4/3/2024 11:29,,,,,anonymous,EN,1,136,,,,,,"That the packagings methods can be exploited to ensure a safer shipping despite the object shipped might not reflect the characteristics of a fragile item. Many times shippings are handed roughly by the carriers, and if being labelled as a fragile object helps ensure a more thorough handling then it is a method worth pursuing.",,,,,,,5,4,6,5,6,5,4,6,5,6,4,FL_53,,,Q151|Q152|p.g1|u.g1|a.g1|i.g1|v.g1,Q175|Q177|p.g2|i.g2|att|u.g2|a.g2|v.g2
4/3/2024 11:25,4/3/2024 11:29,0,100,213,1,4/3/2024 11:29,,,,,anonymous,EN,1,137,6,6,5,6,6,"I learned that people are more careful with flatscreens than with bicycle, sometimes we have to deceive people to get things done properly ",6,6,6,6,6,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|i.n1|p.n1|u.n1|a.n1,Q142|Q144|att|u.n2|i.n2|a.n2|v.n2|p.n2,,
4/3/2024 11:25,4/3/2024 11:29,0,100,252,1,4/3/2024 11:29,,,,,anonymous,EN,1,138,,,,,,"I learnt that it is better for companies to pack their own products so that they can label fragile products and minimise damages, which saves money. ",,,,,,,4,4,4,4,6,5,5,5,6,6,4,FL_53,,,Q151|Q152|p.g1|u.g1|v.g1|i.g1|a.g1,Q175|Q177|a.g2|u.g2|p.g2|v.g2|att|i.g2
4/3/2024 11:20,4/3/2024 11:29,0,100,533,1,4/3/2024 11:29,,,,,anonymous,EN,1,139,5,5,6,5,5,"I was very impressed by the way the bicycle manufacturers solved their very real problem, by using their knowledge of how human delivery people, like all people, think and act. The bicycle manufacturers realized that instead of plastering 'fragile' all over their packaging, they had to adapt to how people perceive fragility. A TV is perceived as fragile while a bicycle is not. But if you disguise a bicycle as a TV, people will handle it as if it were a TV -- with care and attention.",5,5,6,5,5,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|i.n1|u.n1|a.n1|p.n1,Q142|Q144|v.n2|u.n2|i.n2|att|a.n2|p.n2,,
4/3/2024 11:25,4/3/2024 11:29,0,100,221,1,4/3/2024 11:29,,,,,anonymous,EN,1,140,5,4,5,2,2,sometimes you have to think outside the box to achieve success,2,5,5,2,2,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|i.n1|a.n1|u.n1|p.n1,Q142|Q144|i.n2|att|v.n2|p.n2|u.n2|a.n2,,
4/3/2024 11:13,4/3/2024 11:29,0,100,974,1,4/3/2024 11:29,,,,,anonymous,EN,1,141,,,,,,Realizing that packaging products to resemble more delicate items can decrease shipping damages and cost it's a practical notion. This insight holds importance for both entrepreneurs who are gonna reshapes their understanding of packaging from mere aesthetics to a strategic tool and for discerning consumers on a construal level.,,,,,,,5,6,7,4,6,6,6,7,6,4,4,FL_53,,,Q151|Q152|a.g1|i.g1|u.g1|v.g1|p.g1,Q175|Q177|v.g2|i.g2|att|u.g2|p.g2|a.g2
4/3/2024 11:25,4/3/2024 11:29,0,100,226,1,4/3/2024 11:29,,,,,anonymous,EN,1,142,3,3,3,3,3,"A company selling high end bicycles suffered for a high damage rate, after changing the sign as television, the situation become better",4,4,4,4,5,4,,,,,,,,,,,,FL_51,Q129|Q56|u.n1|i.n1|a.n1|p.n1|v.n1,Q142|Q144|i.n2|a.n2|att|p.n2|v.n2|u.n2,,
4/3/2024 11:25,4/3/2024 11:29,0,100,239,1,4/3/2024 11:29,,,,,anonymous,EN,1,143,,,,,,I learned that companies make the boxes for their products shaped to resemble other fragile items to decrease the likelihood of damages while transporting. In a way this thought me about the human mind and being more careful with something that looks fragile even if it isn't as it seems,,,,,,,2,5,5,2,3,2,5,2,2,2,4,FL_53,,,Q151|Q152|a.g1|p.g1|v.g1|u.g1|i.g1,Q175|Q177|a.g2|v.g2|i.g2|u.g2|att|p.g2
4/3/2024 11:24,4/3/2024 11:29,0,100,305,1,4/3/2024 11:29,,,,,anonymous,EN,1,144,5,5,3,3,4,sometimes people just have some weird ideas but it can work,5,5,6,5,4,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|u.n1|a.n1|i.n1|v.n1,Q142|Q144|p.n2|u.n2|a.n2|v.n2|i.n2|att,,
4/3/2024 11:24,4/3/2024 11:29,0,100,295,1,4/3/2024 11:29,,,,,anonymous,EN,1,145,,,,,,"Making products appear more fragile due to packaging methods may potentially be handled more carefully by shippers. This is somewhat helpful to know, though most goods I package end up being sold in person. However, it does make a great deal of sense and I shall bear it in mind next time I must ship something elsewhere. ",,,,,,,5,4,5,5,5,5,4,5,5,5,4,FL_53,,,Q151|Q152|p.g1|a.g1|v.g1|i.g1|u.g1,Q175|Q177|p.g2|a.g2|u.g2|v.g2|i.g2|att
4/3/2024 11:25,4/3/2024 11:29,0,100,252,1,4/3/2024 11:29,,,,,anonymous,EN,1,146,,,,,,I learned that the way packages are shaped affects the costs and protection in relation to the fragility of its content,,,,,,,4,3,4,2,2,3,3,3,3,2,4,FL_53,,,Q151|Q152|i.g1|v.g1|p.g1|u.g1|a.g1,Q175|Q177|p.g2|u.g2|att|v.g2|i.g2|a.g2
4/3/2024 11:25,4/3/2024 11:30,0,100,257,1,4/3/2024 11:30,,,,,anonymous,EN,1,147,,,,,,"What I've learned from the information provided in the lesson, is that if you package your product in a way that makes it look fragile, it will be handled with the thought of being careful when it is being transported. ",,,,,,,6,5,6,5,6,6,5,6,5,6,4,FL_53,,,Q151|Q152|i.g1|u.g1|p.g1|a.g1|v.g1,Q175|Q177|u.g2|a.g2|p.g2|v.g2|i.g2|att
4/3/2024 11:25,4/3/2024 11:30,0,100,276,1,4/3/2024 11:30,,,,,anonymous,EN,1,148,,,,,,That people are more likely to take care of packages that are labled as fragile when they are packaged for shipping by companies.,,,,,,,5,6,5,4,4,5,6,6,5,4,4,FL_53,,,Q151|Q152|v.g1|a.g1|p.g1|u.g1|i.g1,Q175|Q177|a.g2|v.g2|u.g2|i.g2|p.g2|att
4/3/2024 11:25,4/3/2024 11:30,0,100,261,1,4/3/2024 11:30,,,,,anonymous,EN,1,149,5,3,5,5,6,"The dutch company realized that by changing the perception that the packed product was more fragile than it really was, in a simple and widely recognized way like a flat TV screen, the handlers would be extra careful with it.",5,3,6,5,5,5,,,,,,,,,,,,FL_51,Q129|Q56|u.n1|a.n1|v.n1|i.n1|p.n1,Q142|Q144|v.n2|i.n2|a.n2|att|u.n2|p.n2,,
4/3/2024 11:25,4/3/2024 11:30,0,100,308,1,4/3/2024 11:30,,,,,anonymous,EN,1,150,,,,,,"If you give the impression that a package is more delicate than it actually is, then the delivery people are more likely to take more care during handling.",,,,,,,5,6,5,6,6,6,6,5,6,6,4,FL_53,,,Q151|Q152|i.g1|u.g1|p.g1|v.g1|a.g1,Q175|Q177|p.g2|v.g2|i.g2|att|a.g2|u.g2
4/3/2024 11:25,4/3/2024 11:30,0,100,265,1,4/3/2024 11:30,,,,,anonymous,EN,1,151,4,2,5,4,4,I learned that shipping companies generally treat packages badly  and that just by changing the boxes graphics can make the shipping companies treat the packages carefully avoiding damages,4,2,3,2,2,4,,,,,,,,,,,,FL_51,Q129|Q56|i.n1|a.n1|u.n1|p.n1|v.n1,Q142|Q144|v.n2|i.n2|att|p.n2|a.n2|u.n2,,
4/3/2024 11:25,4/3/2024 11:30,0,100,295,1,4/3/2024 11:30,,,,,anonymous,EN,1,152,,,,,,I learnt that if packages are packaged as fragile there will be less damaged during shipping.,,,,,,,6,6,7,6,7,6,6,6,6,7,4,FL_53,,,Q151|Q152|a.g1|i.g1|v.g1|u.g1|p.g1,Q175|Q177|i.g2|a.g2|p.g2|att|u.g2|v.g2
4/3/2024 11:21,4/3/2024 11:30,0,100,544,1,4/3/2024 11:30,,,,,anonymous,EN,1,153,,,,,,"businesses that packeged their products in a superficially way, to say that their products are fragile. The products are likely not to get damaged.",,,,,,,7,6,7,7,7,7,7,6,7,7,4,FL_53,,,Q151|Q152|a.g1|u.g1|i.g1|v.g1|p.g1,Q175|Q177|p.g2|u.g2|a.g2|v.g2|i.g2|att
4/3/2024 11:25,4/3/2024 11:30,0,100,281,1,4/3/2024 11:30,,,,,anonymous,EN,1,154,5,5,6,4,4,"I've learned that people tend to treat certain products better than others because they are more fragile and/or think they are more valuable than others. Even though the bike might be more expensive people think it might not be as expensive as a TV or as durable as one, an so do not handle it as carefully. In general, people will handle things they think more valuable with more care.",5,5,6,5,4,4,,,,,,,,,,,,FL_51,Q129|Q56|a.n1|p.n1|i.n1|u.n1|v.n1,Q142|Q144|att|u.n2|p.n2|i.n2|v.n2|a.n2,,
4/3/2024 11:24,4/3/2024 11:30,0,100,373,1,4/3/2024 11:30,,,,,anonymous,EN,1,155,,,,,,"The practical side of this finding is that whenever I need to send something via mail, or am packing my luggage for a flight, I could apply the above and thus have a better chance at reducing damage. The finding is also interesting from a psychological point of view as it illustrates that people who handle cargo allow themselves different levels of roughness when handling based on their perceived sturdiness.",,,,,,,3,3,2,3,3,3,3,3,3,3,4,FL_53,,,Q151|Q152|u.g1|v.g1|p.g1|i.g1|a.g1,Q175|Q177|att|a.g2|p.g2|u.g2|v.g2|i.g2
4/3/2024 11:24,4/3/2024 11:30,0,100,334,1,4/3/2024 11:30,,,,,anonymous,EN,1,156,5,4,6,5,5,I got an idea about the business and how to work on it,3,4,4,4,5,5,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|i.n1|p.n1|a.n1|u.n1,Q142|Q144|u.n2|v.n2|a.n2|i.n2|att|p.n2,,
4/3/2024 11:25,4/3/2024 11:30,0,100,322,1,4/3/2024 11:30,,,,,anonymous,EN,1,157,,,,,,"On the previous page, I was supposed to assess the usefulness of the information I received from the company. This information concerned how the products were packaged. This information was useful for me.",,,,,,,6,6,6,6,6,6,6,6,6,6,6,FL_53,,,Q151|Q152|u.g1|a.g1|p.g1|v.g1|i.g1,Q175|Q177|i.g2|a.g2|v.g2|att|p.g2|u.g2
4/3/2024 11:25,4/3/2024 11:30,0,100,278,1,4/3/2024 11:30,,,,,anonymous,EN,1,158,,,,,,"I learned about the transportation of fragile items, which changed my perception and made me curious",,,,,,,5,4,5,4,3,3,3,5,3,3,4,FL_53,,,Q151|Q152|i.g1|u.g1|v.g1|a.g1|p.g1,Q175|Q177|att|i.g2|p.g2|a.g2|v.g2|u.g2
4/3/2024 11:25,4/3/2024 11:30,0,100,295,1,4/3/2024 11:30,,,,,anonymous,EN,1,159,,,,,, items packaged as fragile are less susceptible to damage,,,,,,,5,4,5,5,6,4,3,4,3,3,4,FL_53,,,Q151|Q152|i.g1|a.g1|u.g1|v.g1|p.g1,Q175|Q177|att|u.g2|v.g2|a.g2|p.g2|i.g2
4/3/2024 11:25,4/3/2024 11:30,0,100,293,1,4/3/2024 11:30,,,,,anonymous,EN,1,160,6,5,6,6,6,"I learned that to obtain results you do not always have to use traditional methods, since a creative approach allows you to obtain better results, even if it is technically a trick by making it seem like you are transporting televisions instead of bicycles",6,6,6,6,7,4,,,,,,,,,,,,FL_51,Q129|Q56|i.n1|v.n1|a.n1|u.n1|p.n1,Q142|Q144|a.n2|i.n2|v.n2|p.n2|att|u.n2,,
4/3/2024 11:24,4/3/2024 11:30,0,100,368,1,4/3/2024 11:30,,,,,anonymous,EN,1,161,6,6,5,5,6,An employee fixed a shipping problem by making shipping companies believe they were handling fragile expenisve merchandise. It saved a whole lot of moeny to the company with a simple cheap solution,6,5,5,5,5,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|v.n1|a.n1|i.n1|u.n1,Q142|Q144|p.n2|a.n2|att|v.n2|u.n2|i.n2,,
4/3/2024 11:25,4/3/2024 11:30,0,100,321,1,4/3/2024 11:31,,,,,anonymous,EN,1,162,,,,,,"I learned that if companies package their products in the same way that more fragile products are packaged, this can reduce the damage caused to the package and this happens because people are more careful when I am dealing with more fragile things.",,,,,,,5,5,4,3,5,5,5,3,3,5,4,FL_53,,,Q151|Q152|v.g1|p.g1|u.g1|i.g1|a.g1,Q175|Q177|a.g2|u.g2|att|p.g2|v.g2|i.g2
4/3/2024 11:25,4/3/2024 11:31,0,100,301,1,4/3/2024 11:31,,,,,anonymous,EN,1,163,4,3,6,3,4,"The companies bicycles were getting damaged during postage, so they decided to mark the boxes with flat screen television branding and this greatly reduced the amount of items arriving damaged.",4,3,6,3,3,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|i.n1|a.n1|p.n1|u.n1,Q142|Q144|v.n2|u.n2|i.n2|p.n2|att|a.n2,,
4/3/2024 11:24,4/3/2024 11:31,0,100,373,1,4/3/2024 11:31,,,,,anonymous,EN,1,164,5,5,6,5,5,"About bikes a problem with damages on bike deliveries, and how and employee came up came up with a solution by making riders believe that they are delivering flat screen television ",7,6,6,5,7,7,,,,,,,,,,,,FL_51,Q129|Q56|i.n1|a.n1|p.n1|u.n1|v.n1,Q142|Q144|i.n2|u.n2|v.n2|att|a.n2|p.n2,,
4/3/2024 11:27,4/3/2024 11:31,0,100,221,1,4/3/2024 11:31,,,,,anonymous,EN,1,165,4,4,4,4,5,I learned that the perceptions of people regarding the value of an object really hasn't changed all that much. If someone believes something is brand new and is of high enough value they are going to treat the item with more care. This almost reinforces the idea that people are generally good natured and respectful of property; although my run-in's with Fed-Ex tell me otherwise,4,4,5,4,4,4,,,,,,,,,,,,FL_51,Q129|Q56|a.n1|i.n1|v.n1|p.n1|u.n1,Q142|Q144|att|i.n2|a.n2|u.n2|v.n2|p.n2,,
4/3/2024 11:26,4/3/2024 11:31,0,100,307,1,4/3/2024 11:31,,,,,anonymous,EN,1,166,,,,,,I learned that using different packaging methods might reduce damage.,,,,,,,2,2,3,2,2,2,2,3,2,2,4,FL_53,,,Q151|Q152|i.g1|p.g1|a.g1|u.g1|v.g1,Q175|Q177|att|i.g2|p.g2|u.g2|v.g2|a.g2
4/3/2024 11:24,4/3/2024 11:31,0,100,373,1,4/3/2024 11:31,,,,,anonymous,EN,1,167,7,6,7,6,6,that sometimes these companies they are misleading people and the percentage of broken bicycle is increasing rapidly,7,7,6,7,6,4,,,,,,,,,,,,FL_51,Q129|Q56|u.n1|i.n1|a.n1|p.n1|v.n1,Q142|Q144|a.n2|p.n2|att|v.n2|i.n2|u.n2,,
4/3/2024 11:25,4/3/2024 11:31,0,100,327,1,4/3/2024 11:31,,,,,anonymous,EN,1,168,4,4,5,6,4,"The idea of giving the impression that something delicate was being transported resulted in far less goods damage. It demonstrated that by making out the otherwise robust product to be more fragile than it was, abuse by shipping companies could be minimized.",4,5,4,5,5,4,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|i.n1|u.n1|a.n1|v.n1,Q142|Q144|a.n2|att|u.n2|p.n2|i.n2|v.n2,,
4/3/2024 11:27,4/3/2024 11:31,0,100,225,1,4/3/2024 11:31,,,,,anonymous,EN,1,169,,,,,,"It will encourage workers to handle products being shipped with care, as they will be more aware of the fragility of the items if they looked fragile. I think that it plays on the psychological ability for us to be careful around things we know are fragile, such as babies or an egg, or glass. ",,,,,,,3,4,6,2,5,3,2,2,3,5,4,FL_53,,,Q151|Q152|p.g1|u.g1|a.g1|i.g1|v.g1,Q175|Q177|a.g2|att|u.g2|v.g2|p.g2|i.g2
4/3/2024 11:25,4/3/2024 11:31,0,100,341,1,4/3/2024 11:31,,,,,anonymous,EN,1,170,,,,,,my items to come to me not damage and well packed ,,,,,,,7,6,7,7,6,6,7,6,7,6,4,FL_53,,,Q151|Q152|p.g1|i.g1|u.g1|a.g1|v.g1,Q175|Q177|att|v.g2|a.g2|u.g2|p.g2|i.g2
4/3/2024 11:26,4/3/2024 11:31,0,100,342,1,4/3/2024 11:31,,,,,anonymous,EN,1,171,,,,,,"The insight the information provided is about a brand who superficially package their products to resemble fragile products. In this process, this helps to reduce damages when shipping.",,,,,,,6,5,6,7,5,6,5,6,6,5,4,FL_53,,,Q151|Q152|a.g1|v.g1|u.g1|p.g1|i.g1,Q175|Q177|u.g2|p.g2|i.g2|att|v.g2|a.g2
4/3/2024 11:25,4/3/2024 11:32,0,100,387,1,4/3/2024 11:32,,,,,anonymous,EN,1,172,3,3,3,4,3,"The information provided an interesting method of dealing with shipping problems for delicate equipment,  The suppliers found that lying to the shippers about the contents of the shipments would make them be more careful about their shipping methods.   This solution  is not the best as it requires being not truthful for the future.",3,3,3,3,3,4,,,,,,,,,,,,FL_51,Q129|Q56|u.n1|p.n1|i.n1|a.n1|v.n1,Q142|Q144|u.n2|p.n2|v.n2|i.n2|att|a.n2,,
4/3/2024 11:25,4/3/2024 11:32,0,100,400,1,4/3/2024 11:32,,,,,anonymous,EN,1,173,,,,,,"The information given, though concise, lacks basis but it is enough to leave me to think about the fact that products I may order with less packaging could mean I will receive a package that is whole.",,,,,,,4,5,4,6,6,5,5,5,6,5,4,FL_53,,,Q151|Q152|a.g1|u.g1|p.g1|i.g1|v.g1,Q175|Q177|u.g2|i.g2|p.g2|v.g2|a.g2|att
4/3/2024 11:24,4/3/2024 11:32,0,100,464,1,4/3/2024 11:32,,,,,anonymous,EN,1,174,,,,,,I learned that companies that package their products in the same way that would package something fragile have less chances of having their product damaged due to shipping. I learned that every package should be treated/ carefully in order to minimize damage/loss. y,,,,,,,5,5,5,5,5,5,5,5,5,5,4,FL_53,,,Q151|Q152|v.g1|p.g1|u.g1|a.g1|i.g1,Q175|Q177|a.g2|att|p.g2|u.g2|v.g2|i.g2
4/3/2024 11:26,4/3/2024 11:32,0,100,362,1,4/3/2024 11:32,,,,,anonymous,EN,1,175,,,,,,i think that making items look fragile makes people handle the item with care.,,,,,,,6,5,5,6,7,7,7,7,7,7,4,FL_53,,,Q151|Q152|i.g1|p.g1|v.g1|u.g1|a.g1,Q175|Q177|p.g2|att|a.g2|v.g2|u.g2|i.g2
4/3/2024 11:26,4/3/2024 11:32,0,100,333,1,4/3/2024 11:32,,,,,anonymous,EN,1,176,7,7,7,7,7,I think it's a great idea to print a delicate item onto a box for when you want something to be handled with care. Someone came up with this idea and the fact that the damage rate decreased significantly showed that some human handling was what was causing this. It's also promising that the people handling shipments are actively being careful and mindful of delicate items when handling them. ,7,7,7,7,7,4,,,,,,,,,,,,FL_51,Q129|Q56|i.n1|v.n1|a.n1|u.n1|p.n1,Q142|Q144|u.n2|att|i.n2|a.n2|v.n2|p.n2,,
4/3/2024 11:24,4/3/2024 11:32,0,100,468,1,4/3/2024 11:32,,,,,anonymous,EN,1,177,5,3,6,5,5,"I learned that people turn to be be careless or ignorant if something is not theirs or the idea that something thats physically strong cannot be damaged, zero emotion whatsoever",5,3,5,5,6,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|p.n1|u.n1|a.n1|i.n1,Q142|Q144|att|v.n2|p.n2|i.n2|u.n2|a.n2,,
4/3/2024 11:26,4/3/2024 11:32,0,100,353,1,4/3/2024 11:32,,,,,anonymous,EN,1,178,5,5,5,5,5,"It was about sutch company manufacturer which had a problem. When shipping bicycles to people - customers - they were arriving to them damaged. It was a big issue as it was a major problem for the company which was high end and some were loaded down with very delicate electronics. Company also had goal to sell 90% of bikes online which means transport was essential. Of of employees provided improvemnet solution suggesting to put a printed label that inside was not a bike, but flatscreen tv. It found out damage decreased by almost 80%",6,6,4,4,4,7,,,,,,,,,,,,FL_51,Q129|Q56|p.n1|i.n1|u.n1|a.n1|v.n1,Q142|Q144|p.n2|v.n2|att|i.n2|a.n2|u.n2,,
4/3/2024 11:26,4/3/2024 11:32,0,100,377,1,4/3/2024 11:32,,,,,anonymous,EN,1,179,,,,,,I DONT REMEMBER,,,,,,,6,5,5,5,5,6,5,5,5,5,4,FL_53,,,Q151|Q152|v.g1|i.g1|a.g1|u.g1|p.g1,Q175|Q177|v.g2|att|i.g2|a.g2|u.g2|p.g2
4/3/2024 11:25,4/3/2024 11:32,0,100,419,1,4/3/2024 11:32,,,,,anonymous,EN,1,180,,,,,,"I learned that by making something that would otherwise not be considered fragile into something more prone to breaking simply by changing the packaging on the outside. Thus you could fool the eyes of the workers into taking extra care of whatever package that is being sent, making it more likely to arrive without feeling as much pain and breaking. Essentially, you should take care of things and be rewarded for your efforts and love.",,,,,,,2,4,3,2,3,3,4,5,3,4,4,FL_53,,,Q151|Q152|a.g1|u.g1|p.g1|v.g1|i.g1,Q175|Q177|p.g2|i.g2|att|u.g2|v.g2|a.g2
4/3/2024 11:25,4/3/2024 11:32,0,100,445,1,4/3/2024 11:32,,,,,anonymous,EN,1,181,6,6,6,6,6,This information made me understand that creativity is the key to solving a problem. You don't have to take great measures to improve something. This was demonstrated by the example of a bicycle. ,6,6,6,6,6,4,,,,,,,,,,,,FL_51,Q129|Q56|u.n1|i.n1|v.n1|a.n1|p.n1,Q142|Q144|a.n2|u.n2|i.n2|v.n2|p.n2|att,,
4/3/2024 11:30,4/3/2024 11:33,0,100,154,1,4/3/2024 11:33,,,,,anonymous,EN,1,182,4,4,6,4,4,"giving the wrong information can lead to better outcomes, a white lie in my opinion as it doesn't really hurt anyone in this case",4,5,5,3,4,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|i.n1|u.n1|a.n1|p.n1,Q142|Q144|att|p.n2|a.n2|u.n2|v.n2|i.n2,,
4/3/2024 11:24,4/3/2024 11:33,0,100,535,1,4/3/2024 11:33,,,,,anonymous,EN,1,183,6,6,6,6,5,"The bike company was experiencing an extremely high number of damaged bikes when shipping them, however when a member of staff suggested putting the picture of a flat screen tv on the box, the damages were reduced considerably, hence saving the company money and its reputation, as i am sure that the reviews before couldn't have been very good, with the amount of people who had received damaged bikes before hand.",6,6,6,6,5,4,,,,,,,,,,,,FL_51,Q129|Q56|i.n1|v.n1|p.n1|u.n1|a.n1,Q142|Q144|v.n2|u.n2|i.n2|p.n2|att|a.n2,,
4/3/2024 11:24,4/3/2024 11:33,0,100,531,1,4/3/2024 11:33,,,,,anonymous,EN,1,184,7,7,7,7,6,"people only value things by how fragile or expensive they might be. It shows that the shipping companies were negligent with the bicycles because they were made of steel and they did not see the need to properly store them. People will kick stones with no care, until they realize that they kicked a dirty muddy diamond, then only the care for it, because they have seen its value",7,7,7,7,6,4,,,,,,,,,,,,FL_51,Q129|Q56|i.n1|v.n1|p.n1|u.n1|a.n1,Q142|Q144|p.n2|u.n2|i.n2|a.n2|v.n2|att,,
4/3/2024 11:25,4/3/2024 11:34,0,100,501,1,4/3/2024 11:34,,,,,anonymous,EN,1,185,5,3,5,4,5,A Dutch bicycle retailer had a problem with damaged unicycles arriving at customers' premises. They had sensitive electronics and electric motors. I learned from this text what action could help. It was to put a label on the shipping carton indicating that it was fragile equipment. This makes the couriers more careful. Damage in transit is greatly reduced. ,5,5,5,4,5,4,,,,,,,,,,,,FL_51,Q129|Q56|v.n1|i.n1|p.n1|u.n1|a.n1,Q142|Q144|a.n2|u.n2|p.n2|att|i.n2|v.n2,,
4/3/2024 11:25,4/3/2024 11:34,0,100,556,1,4/3/2024 11:34,,,,,anonymous,EN,1,186,,,,,,I've learnt that companies which package their products as if they were fragile would have reduced shipping costs because they would be handled with care by shipping companies.,,,,,,,7,7,7,7,6,7,7,7,7,7,4,FL_53,,,Q151|Q152|v.g1|p.g1|u.g1|a.g1|i.g1,Q175|Q177|att|p.g2|v.g2|i.g2|u.g2|a.g2
4/3/2024 11:24,4/3/2024 11:35,0,100,609,1,4/3/2024 11:35,,,,,anonymous,EN,1,187,6,6,6,6,6,good stuff. nice product ,6,5,4,4,6,4,,,,,,,,,,,,FL_51,Q129|Q56|a.n1|i.n1|v.n1|u.n1|p.n1,Q142|Q144|p.n2|i.n2|u.n2|att|a.n2|v.n2,,
